mouse_intravenous_LD50_(?log(mol/kg)),canonical_smiles
2.515343893,Nc1cc(C(CC(=O)O)CC(=O)O)c(I)cc1I
3.046420008,Nc1c(I)cc(I)c(C(CC(=O)O)CC(=O)O)c1I
2.331057972,CC(=O)Nc1c(I)cc(I)c(C(CC(=O)O)CC(=O)O)c1I
3.654874127,O=C(O)c1ccccc1Nc1cc(C(F)(F)F)ccc1C(=O)O
3.853374195,CC(C)NCC(O)COc1ccc(-c2ccccc2)cc1
3.352314777,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1
3.485530092,CC(=O)CCC(=O)N(CCO)CC1C2CCC(C2)C1C
3.198568035,N#CCCN=C=S
3.441044504,S=C=NCc1ccc(Cl)c(Cl)c1
3.515833647,S=C=NCc1ccccc1Cl
3.760349435,S=C(S)NNc1ccccc1
5.467901482,CN(C)CCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
4.386205855,CCC[N+](C)(C)C
2.409320821,Nc1c(I)cc(I)c(CN(CC(=O)O)CC(=O)O)c1I
2.954756924,CC(O)c1nc2ccccc2[nH]1
3.485313197,C(=Cc1ccco1)c1ccccn1
3.005996462,Cc1ccc(N2CCN(C)CC2)c2c(=O)c3ccccc3sc12
3.961815458,O=[N+]([O-])c1ccc(N/N=C\C(Cl)Cl)c([N+](=O)[O-])c1
5.57129435,CCOC(=O)CC[N+](C)(C)C
3.836798668,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C
3.317500383,O=C(O)c1cc(I)cc(I)c1
3.050015436,COc1c(I)cc(I)cc1C(=O)O
4.07094939,ClCC(I)=C(I)CCl
3.80611211,OCC(I)=C(I)CCl
2.924851764,CCN1C(=O)CC2(CCN(C)CC2)C1=O
4.734583162,CCCCC[N+](C)(C)C
3.395043879,CCCOP(=O)(NCC[N+](C)(C)C)NCC[N+](C)(C)C
5.020932783,C[N+](C)(CCCNP(=O)(NCCC[N+](C)(C)Cc1ccccc1)Oc1ccccc1)Cc1ccccc1
5.431966532,CC[N+](CC)(CCCNP(=O)(NCCC[N+](CC)(CC)Cc1ccccc1)Oc1ccc(C)cc1)Cc1ccccc1
5.011976664,CC[N+](CC)(CCCNP(=O)(NCCC[N+](CC)(CC)Cc1ccccc1)Oc1ccccc1)Cc1ccccc1
5.194372098,CC[N+](CC)(CCCNP(=O)(NCCC[N+](CC)(CC)Cc1ccccc1)Oc1ccc([N+](=O)[O-])cc1)Cc1ccccc1
2.038892103,Cc1cc(C(=O)O)cs1
4.614178419,C[N+](C)(Cc1ccccc1)C1(Cc2ccccc2)CCCCC1
4.273825328,CC(=O)O[IH2](OC(C)=O)c1cccc(C)c1
4.117930525,C[N+](C)(C)CCC(N)=O
3.724723045,Nc1ncnc2c1ncn2C1CC(CO)C(O)C1O
3.850012445,CC1(C)OCC(C2OC3OC(C)(C)OC3C2OC(=S)Oc2ccccc2)O1
4.077695514,O=c1n(-c2ccc(N=Nc3ccccc3)cc2)c(=O)n(-c2ccc(N=Nc3ccccc3)cc2)c(=O)n1-c1ccc(N=Nc2ccccc2)cc1
3.199319019,CCC(C)CCCCCCCCCCC(=O)OCC(O)CO
4.016157414,CC1CCCCN1Cc1c[nH]c2ccccc12
4.738566529,C[N+](C)(C)C1CSSC1
3.219436069,O=C(OCCCCOC(=O)c1ccccc1)c1ccccc1
2.921342487,Cc1ccc(C(=N)NO)cc1
4.328445649,CNC1CCC2(C)C(=CCC3C2CCC2(C)C(N)CCC32)C1
3.300737261,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
3.568130454,CCOP(=O)(OCC)OC(C)C#N
5.704326737,CCOP(=O)(OCC)C(=O)C(Cl)(Cl)Cl
3.264021674,Cc1ccc(Cl)cc1N=C=S
3.229540893,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC1=O
4.020987616,Ic1sc(I)c(I)c1I
3.727126283,C=C1C(O)(CC=O)C2=C(C(CO)(NC=O)c3c(O)c(NC(C)=CC(=O)O)cn32)C(O)(CC=O)C1(O)CC=O
3.127187616,O=C(Nc1ccc(O)c(=O)cc1)c1ccccc1
4.837404663,CCOP(=O)(OCC)OC(=C(Cl)Cl)P(=O)(OCC)OCC
3.134030405,NC(=O)c1ccc[n+](CC[n+]2cccc(C(N)=O)c2)c1
3.058934428,NC(=O)c1ccc[n+](CCC[n+]2cccc(C(N)=O)c2)c1
3.06267164,NC(=O)c1ccc[n+](CCCC[n+]2cccc(C(N)=O)c2)c1
3.242194837,NC(=O)c1ccc[n+](CCCCC[n+]2cccc(C(N)=O)c2)c1
3.715836275,COc1ccc(NC(=O)CI)cc1
4.363601237,Cc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)c(C)c1
2.786656794,Cc1cccc[n+]1O
3.527180769,BrP1(c2ccccc2)=NP(Br)(c2ccccc2)=NP(Br)(c2ccccc2)=N1
2.869081712,Nc1ccc2n[nH]cc2c1
3.158422807,O=C(O)c1ccccc1C(=O)Nc1ccc(F)cc1
3.60838848,N#CSCC(=O)c1ccc2ccccc2c1
3.370450376,O=P1(N2CCCCCC2)OCC2(CO1)COP(=O)(N1CCCCCC1)OC2
3.221807924,CC(C)=Cc1ccc(Cl)cc1
3.619357973,Clc1nc(Cl)nc(N2CCCCC2)n1
2.132407192,NCCN1C(=O)CSC1=O
2.995241958,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
3.503622904,COC(=O)C=C(Cl)C(=O)OC
3.171060826,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1
3.488929149,CC=C1CN(C(=O)C(NC(=O)C(N)C(O)C(O)COC(N)=O)C2OC(n3cc(CO)c(=O)[nH]c3=O)C(O)C2O)C1C(=O)O
3.40432817,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O
3.110056334,OC(CBr)CCBr
1.993597676,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O
3.918338377,CCCOc1ccc(CN(CCN(C)C)c2ccccn2)cc1F
3.915150993,CCCCOc1ccc(CN(CCN(C)C)c2ccccn2)cc1F
3.73389339,CCCCC(C)(C)C1c2cc3c(cc2CC(C)N1C)OCO3
3.906589413,CN1C=CC(C#N)C(C#N)=C1
3.83304889,O=C(Nc1ccccc1Oc1ccccc1)OCCN1CCCCC1
3.686920855,O=C(Nc1cccc(Oc2ccccc2)c1)OCCN1CCCCC1
4.151614972,O=C(Nc1ccccc1OCc1ccccc1)OCCN1CCCCC1
3.947494989,O=C(Nc1cccc(OCc2ccccc2)c1)OCCN1CCCCC1
3.77140373,O=C(Nc1ccc(OCc2ccccc2)cc1)OCCN1CCCCC1
3.460341309,O=S1OC2CCCCC2O1
3.174886122,CCOc1ccc(C(=O)NCc2ccc(OCCNC)cc2)cc1OCC
3.766850557,CC[S+](C)CC
3.211802049,CC[S+](C)C
0.892740714,CCCNCC(Br)c1ccccc1
1.704664134,CCCCNCC(Br)c1ccccc1
3.575486939,CCCCN(CCCC)CC(Br)c1ccccc1
2.538237148,CNCC(Br)c1ccccc1
2.868229632,CCNCC(Br)c1ccccc1
3.099624538,c1ccc2[nH]c(-c3cscn3)nc2c1
4.120730338,CN(C)C(Cc1ccccc1)C(=O)NC(=O)C1CCCN1C1C(=O)NC(Cc2ccccc2)C(=O)NC=Cc2ccc(cc2)OC1c1ccccc1
5.812431564,CCCCOC(=O)CC[N+](C)(C)C
3.11956379,CCOC(=O)N1CCN(C(N)=S)CC1
3.459855187,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
3.735101291,O=C(OC1CCCCC1)N1CCN(CCNc2ccccc2)CC1
3.789083974,NCCc1c[nH]c2ccc(OC(=O)c3ccc(N)cc3)cc12
3.853835709,C[N+]1(CCC[N+]23CCC(CC2)C(Cc2ccccc2)C3)CCCC1
4.901653356,C[N+]1(CCCCCCC[N+]23CCC(CC2)C(Cc2ccccc2)C3)CCCCC1
5.374883724,C[N+]1(CCCCCCCCC[N+]23CCC(CC2)C(Cc2ccccc2)C3)CCCCC1
3.469864076,C[N+](C)(C)c1ccc(N=O)cc1
3.77417051,CN(C)CCCC1c2ccccc2CCc2ccccc21
3.471823982,COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C
1.761036835,CC(=O)Nc1c(I)c(NC=O)c(I)c(C(=O)O)c1I
1.797919532,CCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
1.867994804,CCCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
3.62381392,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O
3.467089899,O=[N+]([O-])c1ccc2c(c1)NCC2
3.068741484,CCc1nc2c(c(=O)n(C)c(=O)n2C)n1OCCO
2.858711466,CC(O)COn1cnc2c1c(=O)n(C)c(=O)n2C
4.078415386,CCc1nc2c(c(=O)n(C)c(=O)n2C)n1OCCN1CCCCC1
4.185860104,CN(CCCc1ccc(COc2ccccc2)cc1)C1CCCCC1
3.996281038,CCN(CC)CCCc1ccc(COc2ccccc2)cc1
3.978368517,CC1CCCCN1CCCc1ccc(COc2ccccc2)cc1
3.677681341,c1ccc(OCc2ccc(CCCN3CCCCC3)cc2)cc1
3.632071081,C=CC=CC/C=N/CCCC1C=CC(COc2ccccc2)=CC1
3.420866316,OCCN(CCO)CCCc1ccc(COc2ccccc2)cc1
3.306227367,c1ccc(OCc2ccc(CN3CCOCC3)cc2)cc1
3.194584443,c1ccc(OCc2ccc(CCN3CCOCC3)cc2)cc1
3.637425681,c1ccc(OCc2ccc(CCCCN3CCOCC3)cc2)cc1
3.336395686,CC(CCc1ccc(COc2ccccc2)cc1)N1CCOCC1
3.247949738,OCCCN1CCCC1
4.886097991,C[N+]1(CCCCCCC[N+]23CCC(CC2)C(Cc2ccccc2)C3)CCCC1
3.23629536,CSC1=NCCCC1
1.917374204,O=S(=O)(O)CCS
3.356371566,CCN(CC)CC(=O)OCC(=O)c1ccc(O)c(OC)c1
3.55935445,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
3.025042887,Cc1nc2c(c(=O)n(C)c(=O)n2C)n1OCCO
3.013283939,COc1cc(C(=O)COC(=O)CN2CCOCC2)ccc1O
3.35975081,CCC1CCC(O)CC1
3.494941716,N=C(Nc1ccc(Cl)cc1)SCCN
4.685092457,CC[N+](C)(CC)CCOC(=O)c1sc(C(=O)OCC[N+](C)(CC)CC)c(-c2ccco2)c1-c1ccco1
5.834700393,CC[N+](C)(CC)CCOC(=O)c1ccc(C(=O)OCC[N+](C)(CC)CC)c(-c2ccccc2)c1-c1ccccc1
4.742553107,CC[N+](C)(CC)CCOC(=O)c1sc(C(=O)OCC[N+](C)(CC)CC)c(-c2ccccc2)c1-c1ccccc1
3.596874076,CN1CCN(Cc2cccc3c2sc2ccccc23)CC1
3.037797914,O=C(O)Cc1cccc(CC(=O)O)c1
3.491952493,CN1CCN(C(=O)c2cccc3c2sc2ccccc23)CC1
3.777338359,CN(C)CCCOCc1cccc2c1sc1ccccc12
3.726513676,c1ccc2c(c1)sc1c(CC3=NCCN3)cccc12
3.035256253,Cc1cc(=O)nc(N2CCOCC2)[nH]1
3.648378242,OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1
4.370059499,CC(C)N(CCSC(=O)N1c2ccccc2Sc2ncc(Cl)cc21)C(C)C
3.366133331,C#CCOS(=O)OCC(CC)CCCC
3.378255746,CCC(C)(O)c1cnc(CC(C)C)c(O)[n+]1O
3.610222025,CN1CC2CCCC(C1)N2CCOC(=O)CCCC(=O)OCCN1C2CCCC1CN(C)C2
3.635682118,CN1CC2CCCC(C1)N2CCOC(=O)CCCCCC(=O)OCCN1C2CCCC1CN(C)C2
3.659731933,CN1CC2CCCC(C1)N2CCOC(=O)CCCCCCCC(=O)OCCN1C2CCCC1CN(C)C2
3.91399414,C[N+]1(CCC[N+]23CCC(CC2)C(Cc2ccccc2)C3)CCOCC1
4.501638196,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1
3.590335222,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12
3.306302288,O=C(CI)Nc1cc(Cl)c(Cl)cc1Cl
3.621693387,COc1ccc(CNC(=N)N)cc1OC
3.900887223,CCN(CC)CC(=O)NC(c1ccccc1)C1CCCCC1
3.924368319,CCCNC(C)C(=O)NC(c1ccccc1)C1CCCCC1
3.593298728,CCN(CC)CC(=O)NC(c1ccccc1)C1CCC1
3.928569041,CCN(CC)CC(=O)NC(c1ccccc1)C1CCCC1
3.751646461,CCC(NC(=O)CN(CC)CC)c1ccccc1
3.583533778,CCN(CC)CC(=O)NC(C)c1ccccc1
4.807843643,OCC1CC[N+]2(CCOc3cccc(OCC[N+]45CCC(O)C4C(CO)CC5)c3)CCC(O)C12
3.959729276,CN(C)CCC=C(CCCN(C)C)c1ccccc1CCc1ccccc1
4.087062913,CN(C)CCCC(CCCN(C)C)c1ccccc1CCc1ccccc1
3.354768987,CCCCCCCCCc1c(N)on[n+]1C
2.633882353,Nc1c[n+](CCCC(=O)O)no1
3.170093769,COC(=O)Nc1cccc(OC(=O)NCC(C)C)c1
3.394868264,C#CCOC(=O)Nc1cccc(OC(=O)NC)c1
3.65367758,COC(=O)N(C)c1cccc(OC(=O)N(C)C)c1
3.42857049,CNC(=O)Oc1cccc(NC(=O)OCCOC)c1
3.263001322,CSC(=O)Nc1cccc(O)c1
3.814866623,CCN(CC)CCNC(=O)c1cccc2c1sc1ccccc12
3.261542631,O=C(O)c1cccc2c1sc1ccccc12
3.477780239,Cc1ccc2c(c1)C1CCN(C)CCC1N2
3.717424123,Cn1c(=O)c2c(ncn2CCCN2CCN(Cc3ccccc3)CC2)n(C)c1=O
3.363195645,CCCCN1CCN(CC(O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)CC1
4.157647439,Cn1c(=O)c2c(ncn2CCN2CCN(Cc3ccc(Cl)cc3)CC2)n(C)c1=O
4.03852706,Cn1c(=O)c2c(ncn2CCN2CCN(Cc3ccccc3)CC2)n(C)c1=O
3.468404665,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(Cc3ccc(Cl)cc3)CC2)n(C)c1=O
3.357739061,Cn1c(=O)c2c(ncn2CC(O)C(Cc2ccccc2)N2CCNCC2)n(C)c1=O
3.567462883,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(Cc3ccccc3Cl)CC2)n(C)c1=O
2.807345433,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCO)CC2)n(C)c1=O
3.394411972,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCc3ccccc3)CC2)n(C)c1=O
3.390660399,COc1ccc(CN2CCN(CC(O)Cn3cnc4c3c(=O)n(C)c(=O)n4C)CC2)cc1
3.440733238,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(Cc3cccc(Cl)c3)CC2)n(C)c1=O
3.500809585,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(Cc3cccc4ccccc34)CC2)n(C)c1=O
3.200143335,Cn1cc2n(CC(O)CN3CCN(C(=O)c4ccccc4)CC3)c(=O)nc-2n(C)c1=O
3.866440571,O=C(Nc1cccc(O)c1)OC1CCCCC1
3.130801768,O=C(Nc1cccc(O)c1)OCc1ccccc1
4.661785088,CC[N+](C)(CC)CCOC(=O)c1sc(C(=O)OCC[N+](C)(CC)CC)c2c3ccccc3c3ccccc3c12
4.583614079,CC[N+](C)(CC)CCOC(=O)c1c(-c2ccccc2)oc(-c2ccccc2)c1C(=O)OCC[N+](C)(CC)CC
3.508386435,CC(C)c1ccc(CN2CCN(CC(O)Cn3cnc4c3c(=O)n(C)c(=O)n4C)CC2)cc1
3.977760649,Cn1c(=O)c2c(ncn2CC(CN2CCN(Cc3cccc(Cl)c3)CC2)OC(=O)c2ccccc2)n(C)c1=O
3.942304072,Cn1c(=O)c2c(ncn2CC(CN2CCN(Cc3ccccc3)CC2)OC(=O)c2ccccc2)n(C)c1=O
3.921644707,Cn1c(=O)c2c(ncn2CC(CN2CCN(Cc3ccc(Cl)cc3)CC2)OC(=O)c2ccccc2)n(C)c1=O
3.816909356,Cn1c(=O)c2c(ncn2CC(CN2CCN(Cc3ccccc3Cl)CC2)OC(=O)c2ccccc2)n(C)c1=O
4.006802767,CC(C)c1ccc(CN2CCN(CC(Cn3cnc4c3c(=O)n(C)c(=O)n4C)OC(=O)c3ccccc3)CC2)cc1
3.684862785,CCOC(=O)N1CCN(CC(Cn2cnc3c2c(=O)n(C)c(=O)n3C)OC(=O)c2ccccc2)CC1
3.589377647,CC(=O)OC(CN1CCN(Cc2ccccc2)CC1)Cn1cnc2c1c(=O)n(C)c(=O)n2C
3.688492124,CC(=O)OC(CN1CCN(CCc2ccccc2)CC1)Cn1cnc2c1c(=O)n(C)c(=O)n2C
3.348260717,ON=C1CCCc2sccc21
3.159079692,C[N+]1(CCO)CCCCC1
3.987991672,CC1C2CNCC1c1cccc(=O)n1C2
3.415609708,CC(C)NCC(O)CNc1ccccc1
3.80293393,CCCCNCC(O)CNc1ccccc1
3.079786424,Cc1ccccc1NCC(O)CN
3.606639285,Cc1ccccc1NCC(O)CNC(C)C
3.568850724,Cc1cccc(NCC(O)CNC(C)C)c1
3.373572144,Cc1cccc(NCC(O)CNC(C)C)c1C
3.771512153,Cc1ccc(NCC(O)CNC(C)C)c(C)c1
3.771512153,Cc1ccc(C)c(NCC(O)CNC(C)C)c1
3.94220838,Cc1cccc(C)c1NCC(O)CNC(C)C
3.633209454,Cc1cc(C)cc(NCC(O)CNC(C)C)c1
3.921488787,Cc1cc(C)c(NCC(O)CNC(C)C)c(C)c1
3.63140487,Cc1cc(Cl)ccc1NCC(O)CNC(C)C
3.335745062,CCCCNCC(O)CNc1ccc(Cl)cc1C
3.402017077,CCOc1ccc(NCC(O)CNC(C)C)cc1
3.699551569,CC(C)NCC(O)CNc1ccc(Oc2ccccc2)cc1
3.994777457,CC(C)NCC(O)CNC1c2ccccc2-c2ccccc21
4.318699,CC(C)NCC(O)CN(Cc1ccccc1)Cc1ccccc1
4.524209121,C[N+](C)(CCNP(=O)(Oc1ccccc1)Oc1ccccc1)CC[N+](C)(C)CCNP(=O)(Oc1ccccc1)Oc1ccccc1
3.836698267,CC(C)OP(=O)(NCC[N+](C)(C)CCCCCC[N+](C)(C)CCNP(=O)(OC(C)C)OC(C)C)OC(C)C
4.327750592,CC(C)OP(=O)(NCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCNP(=O)(OC(C)C)OC(C)C)OC(C)C
3.798253454,Cc1cc(C)c(OCC(O)CNC(C)C)c(C)c1
4.048323697,CCC(C)NCC(O)COc1cc(C)ccc1C(C)C
3.879827965,Cc1ccc(C(C)C)cc1OCC(O)CNC(C)C
3.85963915,COc1cc(C)ccc1OCC(O)CNC(C)C
3.902127269,C=CCc1ccc(OCC(O)CNC(C)C)c(OC)c1
3.847190015,COc1cc(C(C)=O)ccc1OCC(O)CNC(C)C
4.220999598,CC(C)NCC(O)COc1ccc(Cc2ccccc2)cc1
3.956560592,CC1CCC(C(C)C)C(OCC(O)CNC(C)C)C1
4.032504331,CC(C)NCC(O)COC1CC2CCC1(C)C2(C)C
3.860207147,CC(C)NCC(O)CSc1cccc2ccccc12
3.347353871,CC(=CC1N(Cc2ccccc2O)CCN1Cc1ccccc1O)c1ccccc1
3.308784884,Oc1ccccc1CN1CCN(Cc2ccccc2O)C1c1cccs1
3.585987204,N#Cc1ccc(C2N(Cc3ccccc3O)CCN2Cc2ccccc2O)cc1
3.938763572,Oc1ccccc1CN1CCN(Cc2ccccc2O)C1c1cccc(I)c1
3.091339355,Oc1ccccc1CN1CCN(Cc2ccccc2O)C1c1ccc(Cl)cc1
4.740860378,CN(C)CCCNc1c2ccccc2[n+](O)c2cccc([N+](=O)[O-])c12
3.259967077,Cc1nsc(S(=O)(=O)c2ccc(Cl)cc2)n1
3.045572354,Cc1ccc(S(=O)(=O)c2nc(C)ns2)cc1
3.544776518,CSc1sc2ccccc2[n+]1C
2.880890373,CCOP(=O)(Cc1ccc(N)cc1)OCC
4.442639455,CC1(C)C=C(CC[N+]2(C)CCOCC2)CC(C)(C)[N+]1(C)C
4.039712645,CN(C)CCCN(Cc1ccccc1)c1ccccc1CCc1ccccc1
3.463002594,CCOC(=O)CCN(C)C
2.868920108,Nc1cccc(C(O)CNC2CC2)c1
2.262379479,COc1ccc(C(O)C(C)O)cc1OC
4.06203315,Cn1c(=O)c2c(ncn2CC(CN2CCN(CCc3ccccc3)CC2)OC(=O)c2ccccc2)n(C)c1=O
4.556228532,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
2.475411897,CCN(CC)C(=O)c1ccc[n+]([O-])c1
2.870925743,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
3.049211487,O=P(O)(O)C(Cl)(Cl)Cl
3.763271243,O=C(CN1CCCCCC1)c1ccc(O)c(O)c1
4.539651758,CCN1C(=O)C(Cl)=C(Cl)C1=O
3.907366823,O=C(Nc1ccccc1Cl)OCCN1CCCCC1
3.844562445,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
3.472574581,COc1ccc(CC2Cc3cc(OC)c(OC)cc3C=N2)cc1OC
3.655347065,CCCCC(C)(C)C1NC(C)Cc2cc3c(cc21)OCO3
4.593421455,N#CSC(Cl)(Cl)Cl
5.163457496,Cc1cccc[n+]1CC(=O)c1ccc(-c2ccc(C(=O)C[n+]3ccccc3C)cc2)cc1
2.807723097,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O
2.754018475,O=C(c1cccc(Cl)c1)N1CC1
3.821742733,C[n+]1ccc(C=Cc2ccc(O)cc2)cc1
3.727029267,COCCNC(=O)N=C1CCc2ccccc21
4.074714447,CCCNC(=O)N=C1CCc2ccccc21
3.944324013,COCCCNC(=O)N=C1CCc2ccccc21
3.992601712,CC(C)NC(=O)N=C1CCc2ccccc21
3.938066361,COc1ccc(CNC(=O)N=C2CCc3ccccc32)cc1OC
4.058936819,COc1ccc(CNC(=O)N=C2CCc3ccccc32)cc1
4.133739729,O=C(N=C1CCc2ccccc21)NCCc1ccc(F)cc1
4.046344336,CCCCNC(=O)N=C1CCc2ccccc21
4.8295041,C[N+]1(C)C2CCCC1CN(CCOc1cccc(OCCN3CC4CCCC(C3)[N+]4(C)C)c1)C2
3.542583146,CC(Cc1ccccc1)NCCS
3.141467194,CC(C)N(C(=O)c1ccccc1C(=O)O)C(C)C
3.112580799,O=C(O)c1ccccc1C(=O)N1CCCCC1
3.507786021,C#CC1(O)CCC(C(C)(C)C)CC1
3.559750267,CCCC[Se][Se]CCCC
3.442657897,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)[nH]n1
3.856609957,O=Cc1cc(Br)ccc1[N+](=O)[O-]
3.302563837,Nc1nc2cc(Cl)ccc2s1
3.379860939,Nc1nc2cccc(Cl)c2s1
3.898486926,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3
3.796042124,CCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
3.787645145,Oc1ccc2c(c1O)-c1cccc3c1C(C2)N(Cc1ccccc1)CC3
4.048068968,Oc1ccc2c(c1O)-c1cccc3c1C(C2)N(CCc1ccccc1)CC3
2.937802962,C#CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
3.728883697,CN1C2CCC1CC(Oc1ccc(Cl)cc1)C2
3.597982975,CN1C2CCC1CC(Oc1cccc(C(F)(F)F)c1)C2
3.042168458,CCN(CC)CC=CCN(CC)CC
3.235579453,CN1C(C)(C)CCNCC1(C)C
3.50501786,Clc1cccc(Cl)c1CBr
4.102860982,CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2
2.025509156,Cc1ncsc1C(=O)O
3.146684334,C=CCNP(=S)(NCC=C)c1ccccc1
2.573766209,C=CCOCP(=O)(COCC=C)OCC
3.56041995,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
1.890754625,CC1(C)SC2C(NC(=O)c3ccccc3)C(=O)N2C1C(=O)O
2.034397468,CC1(C)SC2C(NC(=O)c3ccco3)C(=O)N2C1C(=O)O
2.129171443,CC(C)(C)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
2.24385673,COc1cc(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)cc(OC)c1OC
2.576944294,CC1(C)SC2C(NC(=O)c3ccc(Br)o3)C(=O)N2C1C(=O)O
3.148133561,CN(C)P(=O)(C1CC(c2ccccc2)=NO1)N(C)C
2.907085383,CN(C)C(=O)NCCCCCCNC(=O)N(C)C
3.100156026,O=C1CSC(=Nc2cccc(Cl)c2)N1
3.720704701,O=C(c1ccccc1)C(c1ccccc1)N(Cc1ccccc1)c1ccccn1
3.362155885,CCN(CC)CC(=O)Nn1c(C)ccc1C
3.820536759,CCCN(CCC)CC(=O)Nn1c(C)ccc1C
2.923199101,Cc1ccc(C)n1NC(=O)CN(C(C)C)C(C)C
4.103847241,CCCCN(CCCC)CC(=O)Nn1c(C)ccc1C
4.311728438,Cc1ccc(C)n1NC(=O)CN(CCC(C)C)CCC(C)C
3.777551096,CCCCCCN(CCCCCC)CC(=O)Nn1c(C)ccc1C
3.740085354,C=CCN(CC=C)CC(=O)Nn1c(C)ccc1C
3.918435532,CC(=O)OC(CN1CCN(Cc2ccc(Cl)cc2)CC1)Cn1cnc2c1c(=O)n(C)c(=O)n2C
3.668118672,Cc1ccc(C)n1NC(=O)CN(CC(C)C)CC(C)C
3.761211868,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
4.161977085,CCC(C(=O)Oc1c(C)cccc1C)N1CCN(C)CC1
3.683411691,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
3.868485774,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C
3.611240963,COc1ccc2[nH]cc(C(C)CN)c2c1
3.297125562,c1cncc([Hg]c2cccnc2)c1
2.509667493,NC1CC(N)C(OC2OC(CO)C(O)C(N)C2O)C(O)C1O
4.33333521,c1ccc([P+](C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
3.783264704,CC(C)c1ccc(C(C)C)c(O)c1O
4.469029258,C[N+]1(CCC(c2ccccc2)c2ccccc2)CCCCC1
4.32633074,C[N+](C)(C)CCC(c1ccccc1)c1ccccc1
3.380893814,Cc1cc(C(C)C)c(O)c(C(C)C)c1
3.686316655,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
3.12548488,Cc1ccc(C(C(=O)O)c2ccc(C)cc2)cc1
3.703052235,CN(C)CCCn1c2ccccc2c2ccccc21
3.909946415,CN1C2CCC1CC(OC(=O)C(Cc1ccccc1)c1ccccc1)C2
4.005723756,CN1C2CCC1CC(OC(=O)C(c1ccccc1)C(c1ccccc1)c1ccccc1)C2
