PUBCHEM_CID,low_moderate_permeability,Phenotype,canonical_smiles
56593347,1,Low,CCOc1ccccc1C(=O)Nc1cccnc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1
57383401,1,Moderate,CN1C(=O)c2ccccc2[S@](=O)c2ccc(C(=O)NCCN3CCCC3)cc21
11155874,0,High,NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl
57441923,0,High,COc1ccc(-c2ccc3c(N4CCOC[C@H]4C)nc(N4CCOC[C@H]4C)nc3n2)cc1CO
25022668,0,High,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1
11364421,0,High,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
70789373,1,Moderate,Cc1ccc(-c2csc(Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)n2)cc1C
70789504,1,Moderate,O=S(=O)(Nc1nccs1)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1
70789429,0,High,Cc1ccc(-c2cc(C(=O)Nc3ccc(C#N)cc3)c3ccccc3n2)cc1C
70789459,1,Low,Cc1ccc(-c2cc(C(=O)Nc3ccc(-c4nn[nH]n4)cc3)c3ccccc3n2)cc1C
136259025,1,Low,Cc1ccc(-c2cc(C(=O)Nc3ccc(-c4noc(=O)[nH]4)cc3)c3ccccc3n2)cc1C
39732056,0,High,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1S(=O)(=O)N(C)C
73265220,1,Low,COc1cc(Cl)cn2c(-c3cccc(NC4CNC4)n3)cnc12
70789518,1,Low,Cc1ccc(S(=O)(=O)Nc2ccncc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
11625818,0,High,CC[C@H](Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
71660739,1,Moderate,Nc1ncc(S(=O)(=O)N2CCOCC2)s1
42560685,1,Moderate,CC(=O)Nc1ncc(S(=O)(=O)N2CCOCC2)s1
2566614,1,Low,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1-n1cnnn1
45279469,0,High,Cc1ccc(C(N)=O)cc1Nc1nccc(-c2cn(C(C)C)c3cnccc23)n1
9929127,0,High,COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C
11167602,1,Low,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
5330790,1,Low,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
24826799,0,High,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
135423438,1,Moderate,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
17754438,1,Moderate,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1
25102847,0,High,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
22049997,0,High,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
46191454,1,Low,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
11858109,1,Moderate,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1
70701453,1,Low,COc1oc(-c2cccc3ccccc23)nc1C(=O)O
70701452,0,High,CNc1oc(-c2ccc(-c3ccccc3)cc2)nc1C#N
70701455,0,High,N#Cc1nc(-c2cccc3ccccc23)oc1Nc1ccccc1
70701370,1,Low,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(O)c2)cc1
70701424,1,Low,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc3cc[nH]c23)cc1
70701436,1,Low,COc1cccc(C(=O)Nc2ccc([S+](=O)([O-])Nc3nccs3)cc2)c1O
70701369,0,High,COc1cccc(CNc2ccc(C(=O)Nc3nccs3)cc2)c1O
70701419,1,Moderate,COc1ccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1O
46943432,0,High,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
2746,1,Low,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
70701433,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1O
2826191,1,Low,O=C(O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1
70701426,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O
44251608,0,High,C[C@@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@]2(N1)C(=O)Nc1ccc(Cl)cc12
70701446,1,Low,Nc1ccccc1CNc1ccc(S(=O)(=O)Nc2nccs2)cc1
70701404,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(N4CCNCC4)nc3)cc2)c1O
71295999,0,High,Fc1ccc(Nc2nc(-n3ccnc3)nc3ccccc23)cc1F
71296015,1,Moderate,Fc1ccc(Nc2nc(Nc3ccncc3)nc3ccccc23)cc1F
70701400,1,Low,COc1ccc(O)c(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1
70701373,1,Moderate,O=[N+]([O-])c1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O
70701407,1,Low,Nc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O
60167865,1,Low,Cc1cnc(-c2ccccc2C2COC2)nc1NCc1ccc(-n2ccnn2)cc1
70701386,1,Low,Nc1ccc(CNc2ccc([S+](=O)([O-])Nc3nccs3)cc2)c(O)c1
70701395,1,Moderate,O=[S+]([O-])(Nc1nccs1)c1ccc(NCc2cc(F)cc(Cl)c2O)cc1
70701383,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1N
866988,0,High,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1
775964,0,High,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(Cl)cc2)c1C
9968854,1,Moderate,NC(=O)Nc1cc(-c2ccc(CN3CCOCC3)cc2)sc1C(N)=O
4823,0,High,COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1
60167861,1,Low,Cc1cnc(-c2ccccc2C2COC2)nc1NCC1CCN(c2cccnc2)CC1
71668132,1,Low,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1
10475633,0,High,CC(C)(N)CNC(=O)CC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3
1157499,0,High,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3oc4ccccc4c3C)cc2)nc(C)n1
723570,0,High,Cn1c(=O)c2c(nc(Cl)n2Cc2ccc(Cl)cc2)n(C)c1=O
42654850,0,High,Nc1nc2c(s1)C(c1cc(Cl)ccc1F)CC(=O)N2
16764667,1,Moderate,COc1ccc(C2CC(=O)Nc3nc(N)sc32)cc1OC
1977357,0,High,CC(C)c1nc2oc3c(NCCN(C)C)ncnc3c2c2c1COC(C)(C)C2
9451481,0,High,O=C(Cc1ccc(-c2csc(Nc3ccc(F)cc3)n2)s1)N1CCOCC1
17464141,0,High,CC(=O)NCc1ccc(-c2csc(Nc3cccc(C)c3)n2)o1
135656053,1,Low,NC(=O)COc1ccc(C2CC(=O)Nc3n[nH]c(Nc4ccccc4)c32)cc1
999758,0,High,CCN1CCc2c(sc(NC(=O)Nc3ccc(Cl)c(Cl)c3)c2C(N)=O)C1
16955992,0,High,CCOc1ccc(N2CC(c3nc(-c4ccccn4)no3)CC2=O)cc1
4774787,1,Moderate,NS(=O)(=O)c1ccc(NC(=O)c2cc3ncccn3n2)cc1
31060889,0,High,CC(=O)NCc1ccc(-c2csc(Nc3cc(C)cc(C)c3)n2)o1
70789494,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cccc(Cl)c3)cs2)cc1
70701409,0,High,COc1cccc(CN(C)c2ccc([S+](=O)([O-])Nc3nccs3)cc2)c1O
70789442,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
70789474,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)cc1
70789486,0,High,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(F)cc3)cs2)cc1
70789417,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(-c4ccccc4)cc3)cs2)cc1
70701435,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc(C)cs3)cc2)c1O
70701378,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4[nH]3)cc2)c1O
70701414,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)c1O
70701382,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ncccn3)cc2)c1O
70701365,1,Moderate,O=[S+]([O-])(Nc1nccs1)c1ccc(NCc2cccc3c2NCC3)cc1
70789475,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cc(Br)cs3)cs2)cc1
71296011,1,Low,Fc1ccc(Nc2nc(-c3ccccc3)cc(-c3ccncc3)n2)cc1F
2331198,0,High,COc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1O
1478221,1,Low,O=C1Nc2ccccc2/C1=C/c1cccc(C(=O)O)c1
70701397,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc(N4CCNCC4)c3)cc2)c1O
72710613,1,Moderate,O=C1Nc2c(Cl)cccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1
72710618,1,Moderate,O=C1Nc2cc(Cl)ccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1
17982593,1,Moderate,O=C1Nc2ccc(Cl)cc2/C1=C\c1cc(Cl)c(O)c(Cl)c1
72710611,1,Moderate,O=C1Nc2cccc(Cl)c2/C1=C\c1cc(Cl)c(O)c(Cl)c1
334157,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccncc1
70789356,1,Low,O=C(Cc1nc2ccc(Cl)cc2[nH]1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
70789375,0,High,Cc1ccc(S(=O)(=O)Nc2cc(C(=O)Nc3nc(-c4ccccc4)cs3)ccn2)cc1
70789470,1,Low,N#Cc1cnc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(F)c(Cl)c3)cc2)s1
1098727,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cccnc1
70789537,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccnc2ccccc12
70789399,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccnc(-c2ccccc2)c1
70789478,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(-c3nn[nH]n3)cc2)cc1
70701364,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(N4CCNCC4)cc3)cc2)c1O
70701408,1,Low,O=[S+]([O-])(Nc1ccc(N2CCNCC2)cc1)c1ccc(NCc2cccc(Cl)c2O)cc1
70701402,1,Low,O=[S+]([O-])(Nc1ccc(N2CCNCC2)cc1)c1ccc(NCc2ccc(Br)cc2O)cc1
70701431,1,Low,O=[S+]([O-])(Nc1ccc(N2CCNCC2)cc1)c1ccc(NCc2ccc(Cl)cc2O)cc1
1292054,1,Moderate,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cccc2ccccc12
2147590,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2ccccc2c1
1548400,1,Low,O=C(Cc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
1115153,1,Low,O=C(CCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
70789400,1,Moderate,O=C(Cc1ccc2ccccc2c1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
1582687,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccccc2)nc2ccccc12
70789430,1,Low,O=C(Nc1ccc([S+](=O)([O-])Nc2nccs2)cc1)c1ccn[nH]1
70789466,1,Low,O=C(Nc1ccc([S+](=O)([O-])Nc2nccs2)cc1)c1ncn[nH]1
70789419,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(C(=O)O)cs2)cc1
70701410,1,Low,O=[S+]([O-])(Nc1ccc(C2CCNCC2)cc1)c1ccc(NCc2ccc(Br)cc2O)cc1
70701420,1,Low,O=[S+]([O-])(Nc1ccc(C2CCNCC2)cc1)c1ccc(NCc2ccc(Cl)cc2O)cc1
52912189,0,High,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12
57339144,1,Low,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1
72187536,1,Low,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5ccccc5c4)sc3C)ccc21
1450448,0,High,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)c4ccc5c(c4)OCO5)sc3C)ccc21
71771109,0,High,COc1ccc(NC(=O)c2[nH]c(C)cc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1
71771097,0,High,COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])N(C)C
24944925,0,High,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1
70789411,1,Moderate,CC(=O)Nc1ncc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)s1
70789446,0,High,Cc1noc(C)c1S(=O)(=O)Nc1cnccc1C(=O)Nc1nc(-c2ccccc2)cs1
70789370,1,Low,O=C1CCCc2cc(S(=O)(=O)Nc3cnccc3C(=O)Nc3nc(-c4ccccc4)cs3)ccc2N1
70789460,1,Low,O=C(Nc1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1)c1ccc2ccccc2c1
70789510,1,Low,Cn1cnc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)c1
70789412,0,High,N#Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
2132664,1,Low,O=S(=O)(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2ccccc2c1
70701434,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ncc(-c4ccccc4)s3)cc2)c1O
70701432,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4o3)cc2)c1O
72183101,0,High,O=C(Nc1ncc(Cc2ccc(C(F)(F)F)cc2)s1)c1ccc(-c2cccnc2)o1
11248978,1,Moderate,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2
70789679,0,High,O=c1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)cc[nH]1
70789651,1,Moderate,COc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)cc(OC)n1
70789359,1,Moderate,Cc1ccc(CNc2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
70789672,1,Moderate,COc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1
70789674,1,Moderate,COc1nccc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)c1Cl
70789675,0,High,Fc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1
70789345,0,High,O=C(Nc1nc(-c2ccc(F)cc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(F)cc1
70789522,0,High,O=C(Nc1nc(-c2ccc(F)cc2)cs1)c1ccncc1NS(=O)(=O)c1ccccc1Cl
70789690,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(OC(F)(F)F)c1
70789695,1,Moderate,Fc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)cc1
70789663,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(C(F)(F)F)c1
70789682,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1ccc2[nH]ncc2c1
70789655,1,Moderate,Fc1cccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)c1
70789694,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cc(F)c(F)c(F)c1
70789666,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccc(OC(F)F)c1
70789698,0,High,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1OC(F)(F)F
26951683,0,High,COc1ccc(NC(C)=O)cc1S(=O)(=O)Nc1ccc(Br)cc1
46663817,1,Moderate,CC(=O)c1c(C)[nH]c(C(=O)N(C)C)c1C
71771102,1,Moderate,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccccn3)c2)c1C
71771081,1,Low,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccncc3)c2)c1C
71771087,1,Moderate,Cc1ccnc(C)c1C(=O)Nc1cccc([S+](=O)([O-])N(C)C)c1
71771093,0,High,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(C#N)cc3)c2)c1C
71771076,1,Moderate,CC(=O)Nc1ccc(N[S+](=O)([O-])c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1
71771067,1,Moderate,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccccc1C#N
49846579,1,Low,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
10430360,1,Low,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)c1
44205240,1,Moderate,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
25161177,0,High,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1
73265337,1,Low,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12
135398495,1,Low,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1
50515,0,High,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O
73265297,1,Low,CC[C@H]1C=CC=CC[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C=CC(=O)O[C@@H]2[C@@H](C)[C@H](CC1)O[C@]1(CC[C@H](C)[C@H](C[C@@H](C)O)O1)[C@H]2C
6852167,1,Moderate,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1
9549295,0,High,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl
11175137,1,Moderate,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
16718576,0,High,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2
11978790,1,Low,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1
54575456,0,High,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1
5311510,0,High,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1
9934347,0,High,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
10200390,1,Moderate,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC
72187547,1,Low,O=C(Nc1ncc(Cc2ccc(C(F)(F)F)cc2)s1)c1cnc(-c2ccccc2)[nH]1
56963315,1,Low,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1
73424672,1,Moderate,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccccc1C#N
73424673,1,Moderate,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(C#N)cc1
71608036,1,Moderate,COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)cc4Br)c3c2s1
44129660,0,High,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1
73330286,1,Moderate,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(OCCCN(C)C)c([S+](=O)([O-])Nc3ccc(Br)cc3)c2)c1C
72943187,0,High,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12
76285486,1,Low,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1
45378188,1,Low,O=C(O)c1ccnc(-c2cc(C(=O)NCCc3ccccc3)ccn2)c1
73010924,1,Moderate,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1
133053865,1,Low,NC1(c2ccc(NC(=O)c3ccnc(-c4cc(C(=O)O)ccn4)c3)cc2)CC1
133053880,0,High,COC(=O)c1ccnc(-c2cc(C(=O)Nc3ccc(C4(N)CC4)cc3)ccn2)c1
135565082,1,Moderate,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1
44462758,1,Moderate,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1
54766613,1,Low,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NC1(C(=O)NC(c2ccc(F)cc2)c2ccc(F)cc2)CCCC1
118796328,0,High,Cc1cc(C)nc(NC(=S)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1
135566899,1,Moderate,Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)cc1O
135564749,0,High,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1
74767274,0,High,CN(C(=O)c1cn2c(-c3ccc(C(F)(F)F)cc3)cnc2cn1)c1ccc(C#N)cc1
90157166,0,High,CNC(=O)c1ccc(-c2cnc3cnc(C(=O)N(C)c4ccc(Cl)cc4)cn23)cc1
91623361,1,Low,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12
66613669,0,High,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cnc2[nH]ncc2c1
46926360,1,Low,Nc1ncnc2c1C(=O)N(c1ccc(C3CCC(CC(=O)O)CC3)cc1)CCO2
1092458,0,High,CC(=O)Nc1cccc(-c2csc(Nc3cc(C)ccn3)n2)c1
1261822,0,High,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)c2c1
5311424,0,High,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1
16195554,1,Moderate,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1
5311096,0,High,N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2
44402523,1,Low,O=C(O)Cc1ccc2oc(-c3ccc(NC(=O)/C=C/c4ccc(Br)cc4)c(F)c3)nc2c1
1791111,0,High,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)COc3ccc(Br)cc3Cl)cc2)n1
91623360,1,Low,CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
90094283,1,Moderate,CCOC(=O)c1ccnc(CNCC(=O)N(CC)CCN(C)C)c1
46192505,0,High,CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1
131955127,1,Low,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(-c4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1
134789906,1,Moderate,O=C(NC1CC1)c1nc(-c2cccnc2)c2cnccn12
134791272,1,Low,C[S+](=O)([O-])c1ccc(-c2nc(C(=O)N3CCOCC3)n3ccncc23)cc1
134790244,1,Low,COC(=O)CNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2cnccn12
134788378,1,Low,O=C(NCc1ccncc1)c1nc(-c2cccnc2)c2cnccn12
134787997,1,Low,C#CCNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2cnccn12
118740523,1,Moderate,CN(C)C(=O)c1nc(-c2ccc(S(C)(=O)=O)cc2)c2cnccn12
134789746,0,High,CC(C)NC(=O)c1nc(-c2ccc(Cl)nc2)c2cnccn12
134790239,0,High,O=C(c1nc(-c2cccnc2)c2ccccn12)N1CCOCC1
134788860,0,High,C#CCNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2ccccn12
134788093,0,High,C[S+](=O)([O-])c1ccc(-c2nc(C(=O)N3CCOCC3)n3ccccc23)cc1
134789059,0,High,C[S+](=O)([O-])c1ccc(-c2nc(C(=O)NCc3cccnc3)n3ccccc23)cc1
134789772,0,High,COC(=O)CNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2ccccn12
134789256,0,High,CN(C)C(=O)c1nc(-c2ccc(Cl)nc2)c2ccccn12
118740471,1,Moderate,CN(C)C(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)c2cnn(C)c2n1
63268833,1,Moderate,c1coc(-c2nc3ccncc3[nH]2)c1
58496428,1,Moderate,CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1
11497983,1,Low,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
25181195,1,Moderate,Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1
