rat_intraperitoneal_LD50_(?log(mol/kg)),canonical_smiles
1.893885726,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1
3.132904151,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1
2.648737187,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
4.56861226,O=C(CF)Nc1ccc(N(CCCl)CCCl)cc1
2.616044682,CCc1c(C)[nH]c(C(C)=O)c1C
2.952354054,CC(=O)c1[nH]c(C)c(C(C)=O)c1C
2.002363166,NC1=NC2=NC(N)=NC3=NC(N)=NC(=N1)N23
3.045090199,CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12
3.160374915,CC(=O)Sc1ccc(N(CCCl)CCCl)cc1
3.204963894,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
2.371081608,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
3.990408875,C[PbH2+](C)C
1.60238249,C=CCOCC(F)(F)F
3.020807766,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
2.349385969,CC(C)Cc1ccc(CC(=O)O)cc1
3.044707712,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C
4.531800687,CCN(CC)C(=O)CN(CCCl)CCCl
4.160177303,CN(C(=O)CN(CCCl)CCCl)c1ccccc1
3.537794989,CCOC(=O)OC(=O)OCC
3.14643446,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32
1.347008247,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
2.470637895,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
3.100535959,CCOP(=O)(O)O
4.254300805,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
3.799613915,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
2.898200795,C=[N+](O)CCCCCCCCCCCC
5.642331894,CNC(=O)ON=CC(C)(C)S(C)=O
4.024653739,CNC(=O)ON=CC(C)(C)S(C)(=O)=O
3.477626322,NCCc1ccc2c(c1)OCO2
2.633087828,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
2.782614666,NS(=O)(=O)c1ccc(N(CCI)CCI)cc1
2.522848881,CN(CCCl)c1ccccc1
2.549342864,CNC(=N)N=C(N)N
2.189591111,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
3.31516395,C=CC(=O)OCCOCCOCCOC(=O)C=C
3.820133561,Nc1c2c(nc3ccccc13)CCCC2
2.065465482,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O
5.186991833,O=C(CN(CCCl)CCCl)N1CCOCC1
4.852805186,O=C(CN(CCCl)CCCl)N1CCCCC1
5.053539396,O=C(CN(CCCl)CCCl)NCCNC(=O)CN(CCCl)CCCl
4.778380883,O=C(CN(CCCl)CCCl)N1CCN(C(=O)CN(CCCl)CCCl)CC1
3.606715199,CC(C(=O)N(C)c1ccccc1)N(CCCl)CCCl
3.057860128,Nc1cnn(-c2ccccc2)c(=O)c1Cl
2.329060981,O=C(O)c1nc(Cl)ccc1Cl
4.143850488,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1
2.219204271,NC(=O)c1cccc(C(N)=O)c1
3.158911045,C1NNCN2CNNCN12
7.116885696,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
1.945661854,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O
2.603611989,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1
1.916959016,CN(C)C(=O)c1ccccc1O
3.172784323,CCCNC(C)C(=O)Nc1ccccc1C
3.248913045,CCN(CC)c1cc2[o+]c3cc(N(C)C)ccc3nc2cc1C
3.960490237,C=CC[Ge](CC)(CC)CC
2.279796088,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
3.59081597,CN1CCCC1c1c[nH]c2ccc(F)cc12
3.812434701,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c(Cl)c1
1.58868619,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O
2.206174756,CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
1.813979743,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
2.68218186,CCN(CC)C(=O)CSc1ccc(Cl)nn1
2.615547404,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
2.497944619,CCCCCCCCCCCCOC(=O)CS(=O)(=O)O
2.808719651,CC(C(O)c1ccccc1)N(C)N
2.635383204,CNC(=O)c1ccccc1O
3.025835972,CNC1(c2ccccc2Cl)CCCCC1=O
2.616326522,CC(C)(C)NCCCCN
2.565429866,Cc1ccccc1OCC(=O)O
2.673901474,COc1ccccc1OCC(=O)O
2.303192628,CNC(=O)OCc1cccc(COC(=O)NC)n1
3.777407742,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
2.168911328,CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1
2.875480879,Nc1nc(N)c2[nH]cnc2n1
2.962758121,CCNc1nc(Cl)nc(NC(C)C)n1
2.930256304,NC(=S)c1c(Cl)cccc1Cl
2.36961007,O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)O)cc1
4.17301135,Cc1nc(CN(CCCl)CCCl)cs1
5.862439492,CC(Cl)CN(CCCl)CCCl
3.077051739,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)cc2)cc1
2.626783032,CNC(=O)Oc1ccccc1
2.782985448,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
2.743562023,CC(C)(C)c1cc(O)ccc1O
2.937575873,S=P1(N(CCCl)CCCl)NCCCO1
2.066586796,CC(S)C(=O)NCC(=O)O
1.860813374,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C
3.003619858,NCCNCCNCCO
2.925869008,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
3.971560778,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
2.045376633,CCC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(=O)CC)CCC34)C2CC1
2.638083334,CCCCCS(=O)CCCCC
3.584911065,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
6.142756177,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O
2.554299834,OCC1OC(n2cnc3c(Cl)ncnc32)C(O)C1O
2.483488771,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
3.465778521,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
2.788151619,Cc1cccc(C)c1OC(=O)CN1CCCC1
1.529867109,Nc1nc(=O)[nH]cc1F
3.996388655,CNC(=O)Oc1ccc(N(C)C)c(C)c1
2.538472698,C#CC(C)(O)C(O)c1ccccc1
2.911509165,O=c1[nH]c(=O)c2ccccc2o1
4.514814243,CC(=O)Nc1ccc(N(CCI)CCI)cc1
3.243597387,NS(=O)(=O)c1ccc(N(CCI)CCCI)cc1
3.305974414,O=C(O)c1ccc(N(CCI)CCI)cc1
3.795746718,CC(=O)Sc1ccc(N(CCBr)CCBr)cc1
4.795827535,CC(=O)Nc1ccc(N(CCBr)CCBr)cc1
3.554128056,O=C(O)c1ccc(N(CCBr)CCBr)cc1
4.407998152,BrCCN(CCBr)c1ccccc1
2.840840693,CC(Cl)CN(CCCl)c1ccc(S(N)(=O)=O)cc1
2.946719757,NS(=O)(=O)c1ccc(N(CCCl)CCCl)cc1
2.921349019,NC(=O)c1ccc(N(CCCl)CCCl)cc1
3.271110308,CC(C)OC(=O)Nc1ccc(N(CCCl)CCCl)cc1
3.853160181,CCN(CC)c1ccc(N)c(C)c1
2.552716874,Oc1ccc(N=Nc2ccccc2)c(O)c1
3.811951435,CN(C)c1ccc(N)cc1
1.798917538,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1F
3.120156357,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
5.025197837,Nc1ccc(N(CCCl)CCCl)cc1
5.758914666,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
2.24919439,NC(=O)SCC(N)C(=O)O
3.572378968,O=P1(N(CCCl)CCCl)SCCS1
4.652286641,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1
2.35262772,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
4.661090153,O=C(O)c1ccc(OCC(CSCCBr)SCCBr)cc1
3.264654856,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1
2.674235448,N=C1NC(=O)C(c2ccccc2)O1
2.024927855,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
3.538912894,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2
4.774679358,CC1=CC(=O)C(N(CCCl)CCCl)=CC1=O
3.25835109,CC(C)c1cccc(C(C)C)c1N=C=Nc1c(C(C)C)cccc1C(C)C
2.530180996,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
3.421791423,O=P1(N(CCCl)CCCl)OCCS1
2.632821368,CCCCS(=O)CCCC
2.506755652,CCCCCCS(=O)CCCCCC
3.292011418,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O
4.763743729,NC(Cc1ccccc1CN(CCCl)CCCl)C(=O)O
3.447621437,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3.692943009,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
3.817570658,CCN(CC)c1ccc(N)cc1
2.34368067,CCC1(c2ccc(Cl)cc2)OCC(CO)O1
2.415509621,Cc1ccc(C2(C)OCC(CO)O2)cc1
2.437621574,CCCCC1C(=O)NN(c2ccccc2)C1=O
2.358286412,CC1CCC(C(C)C)C(O)C1
3.822743269,Cc1cc(O)c(C(C)C)cc1O
1.677476976,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1
1.477748858,CCC(COC(=O)c1ccccc1C(=O)OCC(CC)CC(C)C)CC(C)C
2.510607,CNc1nc(=O)n(C2CC(O)C(CO)O2)cc1F
2.414846382,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
3.131634702,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I
3.20130374,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1
5.688906054,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
5.542281239,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1)C31CO1
2.005941765,O=C1/C(=C2\Nc3c(Br)cc(Br)cc3C2=O)Nc2c(Br)cc(Br)cc21
2.626671719,CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O
5.395939827,NC(=O)CN(CCCl)CCCl
2.000277276,COC(=O)C[N+](=O)[O-]
3.613874482,NC(=O)Nc1ccc([As]=O)cc1
3.189709179,CC=C(C)C(=O)OC1CCN2CCC(COC(=O)C(=CC)CO)C12
5.207638855,CCOP(=O)(OCC)SCCS(=O)(=O)CC
5.262204207,CCOP(=O)(OCC)SCCS(=O)CC
2.798071221,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S
2.937721228,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12
3.144390177,O=S(=O)(O)CNc1ccc(N=Nc2ccc3cc(S(=O)(=O)O)c(N=Nc4cccc(Nc5ccc(N=Nc6c(S(=O)(=O)O)cc7ccc(N=Nc8ccc(NCS(=O)(=O)O)cc8NCS(=O)(=O)O)cc7c6O)cc5S(=O)(=O)O)c4)c(O)c3c2)c(NCS(=O)(=O)O)c1
2.772805221,CCOC(=O)N(Cc1ccccc1)C1CC1
1.927978061,CC(C)(C)C(=O)OCC(=O)c1ccccc1
1.837834947,CCCCCOP(=O)(OCCCCC)OCCCCC
4.35849297,CC[Ge](CC)(CC)O[Ge](CC)(CC)CC
4.6096819,O=[N+]([O-])c1cnc(Cl)c([N+](=O)[O-])c1
2.347788466,CCC(=O)NO
4.071182156,CC[Pb](CC)(CC)OC(C)=O
4.527126021,CCCC[Pb](CCCC)(CCCC)OC(C)=O
4.228005294,CCCC[Pb](CCCC)(OC(C)=O)OC(C)=O
2.225236031,CCCC[Ge](CCCC)(CCCC)O[Ge](CCCC)(CCCC)CCCC
2.698629735,C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1
3.268491247,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1
2.909894421,CCCCCC=CCC=CCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O
2.191768561,CCCCC1C(=O)N(c2ccc(S(N)(=O)=O)cc2)N(c2ccc(S(N)(=O)=O)cc2)C1=O
2.953064296,O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12
4.851478499,NC(=O)CCN(CCCl)CCCl
3.633470832,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
2.331178308,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
3.881973829,CNC(=O)Oc1cc(C)cc(C(C)C)c1
3.133822169,CNC(=O)Oc1ccccc1C(C)C
4.663243466,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O
2.872954072,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1
3.008266223,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C
3.984138766,CCS(=O)CC(C)SP(=O)(OC)OC
2.835451653,O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1
3.311138519,CNC(=O)Oc1cc(C)c(C)c(C)c1
3.594339596,N#CC(C#N)=Cc1ccccc1Cl
4.146217367,CS(=O)(=O)C(Cl)=CCl
2.586364135,O=C(O)COc1ccc(Cl)cc1Cl
2.252086881,Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O
3.329222324,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(N)CC2
3.378400271,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
3.175730598,C=CC(=CC)N=Nc1ccccc1.C=[N+](C)O
4.588107298,CCCCCCCCCCCCCC[n+]1ccc(C)cc1
3.854003615,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O
2.031315961,O=C1C=Cc2cc(S(=O)(=O)O)ccc2C1=NNc1ccc(S(=O)(=O)O)cc1
1.729605343,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1
2.818950266,NC1=C(Cl)C(=O)c2ccccc2C1=O
3.491277184,COc1ccc(OC)c(CC(C)N)c1
1.306075183,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1F
4.046985855,CN1CCCC1c1cccnc1
1.516958902,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1
2.326621915,Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N
2.969835093,Cc1nccnc1N1CCCCC1
2.519900656,Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O
4.02896308,O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O
2.198886366,Nc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O
2.583477307,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O
1.624085955,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
2.954711937,Cn1c(=O)c2[nH]c(Cc3ccccc3)nc2n(C)c1=O
6.300247561,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
3.814473081,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
3.08228072,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
3.086542115,CC=CCC1(CC)C(=O)NC(=O)NC1=O
2.210600733,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
3.129432074,CC(C)(CNNCc1ccccc1)C(=O)O
2.875251153,O=[N+]([O-])c1ccc(O)c(CCl)c1
3.442865784,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21
2.452599362,NC(=O)c1ccc(C(N)=O)cc1
5.145104224,O=S(=O)(O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
4.83298185,CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CCS1
2.380178555,N#Cc1ccc(C(N)=O)cc1
2.111351858,O=C1COCCO1
1.705960395,CC1CC2(CC(C)OC2=O)C(=O)O1
2.715999759,CCC(CC)(C(=O)O)c1cccc2ccccc12
2.780003986,CON(C)C(=O)Nc1ccc(Br)cc1
5.140341458,CCOP(=O)(OCC)Oc1ccc(SC)cc1
5.067980915,CCOP(=S)(OCC)Oc1ccc(SC)cc1
1.789758559,CC(=O)NCCCCCCNC(C)=O
2.580528686,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1
3.055655546,ClC(Cl)(Cl)C1CO1
2.307223181,CC(C)CS(=O)CC(C)C
2.851192727,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1
4.058095871,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1
2.748769282,CCCCOCC(O)COc1ccccc1
2.717923641,O=C(O)C(Oc1ccccc1)c1ccccc1
2.006125747,CCCC[Ge]1(CCCC)O[Ge](CCCC)(CCCC)O[Ge](CCCC)(CCCC)O1
3.638776196,COC(=O)NCC(=O)Nc1ccc(N(CCCl)CCCl)cc1
4.123500145,CC(=O)NCC(=O)Nc1ccc(N(CCCl)CCCl)cc1
4.41713076,NCC(=O)Nc1ccc(N(CCCl)CCCl)cc1
2.530548303,COCc1c(CO)cnc(C)c1O
3.116913104,CN(C)N1CCC2(CCCCC2)CC1
4.035068136,CC(C(=O)O)N(CCCl)CCCl
3.512326063,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
2.708837259,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
2.725442353,O=C(O)CCCCC(=O)O
2.273640662,OC1CC2CC1C1CC=CC21
2.013877772,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
2.673920967,CNC(=O)c1ccccc1OC
2.607062679,OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O
2.775300484,NS(=O)(=O)c1ccc(-c2n[nH]c(=S)[nH]2)cc1
2.186484864,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
2.665472586,CCC(C)(C)OO
3.3684334,COc1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(OC)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1
4.130347923,Cn1cc(CCc2cc[n+](CCC[N+](C)(C)C)cc2)c2ccccc21
1.976993209,N#Cc1cccc(C(N)=O)c1
2.904092005,CC(=O)Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(NC(=O)Nc4ccc5c(O)c(N=Nc6ccccc6)c(S(=O)(=O)O)cc5c4)ccc3c2O)cc1
2.375740658,Nc1ccc2c(c1)C(=O)NC(CCCl)O2
1.996291315,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
3.564441426,O=C1C(C2C(=O)N(c3ccccc3)N(c3ccccc3)C2=O)C(=O)N(c2ccccc2)N1c1ccccc1
2.940025634,CCn1cnc2ccccc2c1=O
2.903567448,Cn1cnc(=O)c2ccccc21
2.327959378,Cc1cc(Cl)ccc1-n1c(C)nc2cccc(Cl)c2c1=O
2.662264268,CCCCCCOCC(O)COc1ccccc1C(=O)O
1.833467768,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
3.079583988,Cn1c(=O)c2[nH]cnc2n(C)c1=O
4.076700141,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
2.564729172,Cc1cc(=O)nc[nH]1
2.480422754,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
3.249058083,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
2.844497546,O=C(O)c1cc(N=Nc2ccc(N=Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1O
3.2929085,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
3.067410617,C#CC(OC(N)=O)c1ccccc1
2.707071255,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12
1.690918826,O=C(NCO)c1cccnc1
3.069985844,CS(=O)(=O)OCCCl
2.300193173,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
2.493974671,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
4.813120432,N#CCCN(CCCl)CCCl
3.230660908,CC(Cl)CNCC(C)Cl
3.077703339,O=C(O)CCC(=O)OC(c1ccc(Cl)cc1)c1cc2ccccc2o1
3.21232348,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
2.271077288,CC(=O)N(CC(=O)N(C)C)c1ccccc1
2.838067917,O=C(Cl)Oc1cccc2ccccc12
3.070900424,COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1
3.093887951,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1
2.639951414,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1
3.037118825,c1ccc2c(C3CCCN3)c[nH]c2c1
2.827176965,[N-]=[N+]=C1C=Cc2c(cccc2S(=O)(=O)Cl)C1=O
3.052002594,CC(Cc1ccccc1)NCc1ccco1
3.270660539,O=P1(NCCCl)OCCCN1CCCl
3.653839375,CC[n+]1c(C=Cc2ccc(N3CCCC3)cc2)cccc1C=Cc1ccc(N2CCCC2)cc1
3.33611627,CC(=O)NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
3.68915139,O=C1C(C2(C3C(=O)N(c4ccccc4)N(c4ccccc4)C3=O)C(=O)N(c3ccccc3)N(c3ccccc3)C2=O)C(=O)N(c2ccccc2)N1c1ccccc1
3.644918015,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
3.340605669,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3.472855618,CCCCC(CC)CNCC(C)(N)CN(C)CC(CC)CCCC
2.7272172,O=S(=O)(O)c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1
5.599274096,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
3.26528491,c1coc(-c2nc3ccccc3[nH]2)c1
4.953050587,CCN(CC)CCCCN(CCCl)CCCl
2.982753515,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
3.755309933,O=C(O)CCl
6.528463324,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O
2.918919207,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1
4.785931023,COc1ccc2[nH]cc(CCN3CCCC3)c2c1
3.03536644,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
3.54696688,CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-]
2.703867189,Nc1nncs1
3.961687714,S=C=Nc1ccc(N=C=S)cc1
2.33890401,CCSCN1CCN(CSCC)C1
2.405638241,Cc1ccc(S(=O)(=O)N=C=O)cc1
3.439967721,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
5.030214462,CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
2.001845577,CN(C)[N+](=O)[O-]
2.392605998,CCC(C)C(CC)C(N)=O
2.40350587,[NH]C(=N)[SH](=O)=O
3.418301291,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O
3.408689292,Clc1cccc(Cl)c1NC1=NCCN1
3.926885261,Cc1cc(N(CCCl)CCCl)ccc1N=Nc1ccccc1C(=O)O
1.849141283,CCCS(=O)CCC
2.922448533,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
3.408728837,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1
3.143466981,Cc1ccc([Te](F)(F)c2ccc(C)cc2)cc1
2.814928145,Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1F
2.247204597,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4
2.466674887,CCCCC(=O)NO
3.406371384,C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21
3.471580796,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
2.519729763,O=C(O)C(O)(c1ccccc1)C1CCCCC1
2.71644934,CN(C)N=Nc1nc[nH]c1C(N)=O
1.980899995,Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)O
3.246047803,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
2.826540008,CCCCC(CC)COC(=O)c1ccccc1C(=O)O
2.918434771,O=c1c2cc(Br)c3cccc4c(=O)c5cc(Br)c6cccc1c6c5-c2c34
2.300494845,O=C(O)CCCNCCC(=O)O
3.450589326,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
3.553551983,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
