mouse_subcutaneous_LD50_(?log(mol/kg)),canonical_smiles
3.206145057,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1
2.868682916,CC(C)NCC(O)COc1cccc2[nH]ccc12
2.887341184,O=[N+]([O-])c1ccc(O)c(NC(=S)Nc2ccccc2)c1
2.153139712,COCC(O)Cn1ccnc1[N+](=O)[O-]
2.606839068,CNC(=O)Oc1cccc2cccnc12
2.757965098,OC(CCN1CCCCC1)c1cc(-c2ccccc2)on1
4.267338632,COC(=O)N(CCCl)N=O
3.72647105,CCOP(=S)(OCC)Oc1cnc2ccccc2n1
2.303604885,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
1.34168507,CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O
3.064377879,C=CCc1ccccc1OCC(O)CNC(C)C
2.7484248,CCOP(=S)(OCC)Oc1ccccc1Cl
2.991305737,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
2.009218719,CC(=O)OCC(COCc1ccccc1)OC(C)=O
3.222967023,CC(Cc1ccccc1)N1CCN(C(C)Cc2ccccc2)CC1
3.518000928,CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C
2.697997676,c1ccc(OCCSCCOc2ccccc2)cc1
2.670477786,CCN(CC)CCSC(=S)N1c2ccccc2Sc2ccccc21
2.986025234,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5
2.826755569,COc1ccc2c(c1)Sc1ccc(C(C)C(=O)O)cc1N2C
1.947350654,COc1ccc(COCC(O)CO)cc1
3.304093967,CCOC(=O)C1(c2ccccc2)CCN(CCNc2ccccc2)CC1
3.110276195,CN1CCC23c4c5ccc(O)c4OC2C(N2CCCCC2)CCC3C1C5
3.856781968,CCOc1cc(C(=O)N(CC)CC)ccc1O
3.935374945,O=NN(CCF)C(=O)NC1CCCCC1
3.555629256,O=NN(CCCl)C(=O)NC1CCCCC1Cl
2.114359074,COc1cccc2c1[n+](O)c1cccc(O)c1[n+]2O
2.531145085,CCN(CCCl)C1c2ccccc2-c2ccccc21
2.401293677,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
3.813515653,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
2.27065846,NC1Cc2ccccc2C1O
3.102107384,CN(C)CCC(=O)C(O)(c1ccccc1)c1ccccc1
2.743319341,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21
2.467984775,CCN(CC)CC(=O)Nc1ccc(C)cc1
3.150644375,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
2.911175602,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
2.226691096,N#CSc1cc(Cl)c(N)c(Cl)c1
5.363456807,NC(=O)N1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
2.692152954,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
2.570524867,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
2.279338362,CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O
2.972052659,CN(C)C(Cc1ccccc1)c1ccccc1
3.202798242,CC(=O)OC1CN(C)CC=C1c1ccccc1
2.929904043,C=CCN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O
2.19168932,C=CCN1C(=O)N(CC=C)C(=O)C(CC)(CC)C1=O
3.115140121,CNNC(C)Cc1ccccc1
2.594078249,c1cc[n+](CCC[n+]2ccccc2)cc1
3.004710628,c1cc[n+](CCCC[n+]2ccccc2)cc1
2.436393978,CCCc1cc(C(N)=S)ccn1
2.506291631,O=C(O)c1cc(-c2ccncc2)nc2ccccc12
3.121762227,Cn1c(=O)c2[nH]c(NCCN)nc2n(C)c1=O
3.475732915,Nc1c2ccccc2nc2cc([N+](=O)[O-])ccc12
2.606498142,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
4.338902274,COC(=O)CC[N+](C)(C)C
2.379740256,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
4.030504885,CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5
2.554946742,C=CCN1C(=O)N(C)C(=O)C(C)(C2=CCCCC2)C1=O
3.177295479,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3.186659739,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
2.484741417,ClC1CC2CCC(C1)N2
3.443898115,COc1ccccc1C(=O)c1cccn1CCN(C)C
3.456935102,COc1ccccc1C(=O)c1cccn1CC(C)N(C)C
1.282871245,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1
5.293659783,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O
3.314795838,CN(C)CC(C)(C)Oc1c(Cl)cccc1Cl
3.182647688,O=C1NC(=NC2CC2)OC1c1ccccc1
2.650159519,CCN(CC)CC(=O)NCCc1cc(C(C)C)ccc1C
2.428957405,CCN(CC)CC(=O)Nc1ccc(C(C)C)cc1
2.515868878,CCN(CC)CC(=O)NCc1ccc(C(C)C)cc1
2.742605743,CCN(CC)CC(=O)N(C)Cc1ccc(C(C)C)cc1
2.400133726,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2(C=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O)OCC(=O)O2
1.523354471,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
3.038749375,O=S(=O)(O)Oc1cccc2cccnc12
2.536848733,CCOC(=O)CC(O)C[N+](C)(C)C
3.128081973,CCC(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1
3.824087615,CN(C)CCn1cccc1C(=O)COc1ccc(Cl)cc1
1.293164978,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
3.183931461,CCN(CC)CCC1=C(Cc2ccccc2)Cc2ccccc21
3.181055715,c1ccc(CC2=C(CCN3CCCC3)c3ccccc3C2)cc1
3.169381966,CN(C)CCC1=C(Cc2ccc(F)cc2)Cc2ccccc21
2.826678506,Fc1ccc(CC2=C(CCN3CCCCC3)c3ccccc3C2)cc1
3.163516182,CN(C)CCCC1=C(Cc2ccccc2)Cc2ccccc21
2.86215195,CCOC(=O)NNc1nncc2ccccc12
3.181055715,CCN(CC)CCC1=CC(=Cc2ccccc2)c2ccccc21
3.169418719,CN(C)CCOC1c2ccccc2CC1Cc1ccccc1
2.971412413,CC(c1cc(-c2ccccc2)no1)N(C)C
2.505741641,CC(c1cc(-c2ccccc2)no1)N1CCCCC1
2.509069726,CC(c1cc(-c2ccccc2)no1)N1CCOCC1
2.422845811,CCN(CC)Cc1cc(-c2ccc(Cl)cc2)no1
4.031341127,CNC(=O)OCC[N+](C)(C)C
2.219856359,CCc1coc2ccccc2c1=O
2.209483331,COc1ccccc1C=CC(=O)O
2.836989814,COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
3.464978503,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21
4.828167441,CC[N+]1(C)CCC23C=CC(O)CC2Oc2c(OC)ccc(c23)C1
5.03200773,CCCC[N+]1(C)CCC23C=CC(O)CC2Oc2c(OC)ccc(c23)C1
5.107333551,CCCCC[N+]1(C)CCC23C=CC(O)CC2Oc2c(OC)ccc(c23)C1
3.636409193,CN(C)CC#Cc1ccc(C#CC2(O)CCCCC2)cc1
2.414632858,OC1(CCc2ccc(CCCN3CCOCC3)cc2)CCCCC1
3.090147277,CCN(CC)CCCc1ccc(CCC2(O)CCCCC2)cc1
3.253074499,OC1(CCc2ccc(CCCN3CCCCC3)cc2)CCCCC1
3.466707015,C[N+]12CCC34c5ccccc5N5C(=O)CC6OCCC(C1)C(CC32)C6C54
3.72076689,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1.891834691,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
1.370477005,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
2.446067291,CCCSSC(CCO)=C(C)N(C=O)Cc1c[nH]c(C)nc1=O
2.875879617,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
2.208758362,OC1(C#Cc2ccc(C#CCN3CCOCC3)cc2)CCCCC1
2.785814717,CN(C)CCCc1ccc(CCC2(O)CCCCC2)cc1
4.664769791,O=C1CC2OCCC3CN4CCC56c7ccccc7N1C5C2C3CC46
3.134135015,CCCCNCC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C
3.489145349,CCCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
2.431166104,CN(C)C(Cc1ccc2c(c1)OCCO2)c1ccccc1
2.597213741,CCN(CC)CCNCCOc1cc(C)nn1-c1ccccc1
2.469857692,CNCCOc1cc(C)nn1-c1ccccc1
2.578353824,Cc1cc(OCCN(C)CCO)n(-c2ccccc2)n1
2.966889557,Cc1cc(OCCN2CCCCC2)n(-c2ccccc2)n1
3.387803491,Cc1cc(OCCN2CCN(C)CC2)n(-c2ccccc2)n1
2.869823232,Cc1cc(OCCCN(C)C)n(-c2ccccc2)n1
2.889123432,CCN(CC)CCCOc1cc(C)nn1-c1ccccc1
3.124095387,Cc1cc(OCCCN2CCCCC2)n(-c2ccccc2)n1
2.893147409,Cc1cc(OCCN2CCCC2)n(Cc2ccccc2)n1
3.236089958,Cc1cc(OCCN2CCCCC2C)n(Cc2ccccc2)n1
2.764218059,Cc1cc(OCCN2CCNCC2)n(Cc2ccccc2)n1
3.135800283,Cc1cc(OCCN2CCN(C)CC2)n(Cc2ccccc2)n1
3.142300513,Cc1cc(OCCCN(C)C)n(Cc2ccccc2)n1
3.070681571,CCCN(CCC)CCCOc1cc(C)nn1Cc1ccccc1
2.810293517,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2.202789602,CC(C)CCc1ccc(O)cc1O
2.473143703,OC(CCN1CCOCC1)c1cc(-c2ccccc2)on1
2.600899759,NC(Cc1ccc2c(c1)OCCO2)c1ccccc1
2.680647219,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
2.962260521,Cc1cc(OCCN2CCCC2)n(-c2ccccc2)n1
2.787982557,CCCN(CCC)CCCOc1cc(C)nn1-c1ccccc1
2.681847839,CCCN(CCC)CCOC(=O)c1ccc(N)cc1
3.268571732,CC(C)N(CCCOC(=O)c1ccc(N)cc1)C(C)C
2.988890274,CCCCN(CCCC)CCOC(=O)c1ccc(N)cc1
2.957742119,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
6.038737394,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69
2.368062017,Cc1ncc(CN2CSC(CCO)C2C)c(N)n1
2.946995105,Cc1cccc(OCC(O)CNC(C)(C)C)c1C
2.925373283,NC1=NCC[Se]1
2.433545831,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
3.156224149,CC(CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1
2.778638494,CCN=C1NC(=O)C(c2ccccc2)O1
2.880451529,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
3.186107144,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1
4.300088003,CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)O)=C3C
3.088784387,COC1(c2ccccc2)C2CCCC1CN(C)C2
3.853583016,CC(C)N1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2
2.473072,CN(C)c1cnn(-c2ccccc2)c1
3.191740972,CCN(CC)c1cc(C)nc2ncnn12
3.020938473,Nc1ccccc1C(=O)O[Cu]OC(=O)c1ccccc1N
2.640056376,CCCCOc1cc(Cl)c(NC(=O)OCCN(C)C)c(Cl)c1
3.016179422,CCCCCOc1cc(Cl)c(NC(=O)OCCN(C)C)c(Cl)c1
3.08066977,CCCCCOc1cc(Cl)c(NC(=O)OCCN(CC)CC)c(Cl)c1
2.915485981,CCCCCOc1cc(Cl)c(NC(=O)OCCN2CCCCC2)c(Cl)c1
2.963916761,CCCCOc1cc(Cl)c(NC(=O)OCCN(CC)CC)c(Cl)c1
2.870150758,CCCCOc1cc(Cl)c(NC(=O)OCCN2CCCCC2)c(Cl)c1
2.992952937,O=S(=O)(O)c1cc(O[Sb]2Oc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3O2)c(O)c(S(=O)(=O)O)c1
6.535343399,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
3.723734713,CCN(CCCl)CCc1ccccc1
2.974632707,C=CCC1=C(C)C(OC(=O)C2C(C)(C)C2(C)C)CC1=O
3.158744051,C=CC1=C(C)c2cc3[nH]c(c(CC(=O)O)c4[nH]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C
3.070907496,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
3.046714969,CCCCCc1ccc(CC(C)NC)cc1
2.480126973,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
2.49908862,CCN(CC)CCn1c(-c2ccccc2)noc1=N
2.027136393,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
2.565075013,O=c1ccc(O)ccc1O
5.665395436,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1
3.166605322,C#CCN1CCC2(C)c3cc(O)ccc3CC1C2C
2.149331145,CC(O)(CO)COc1ccccc1
4.015866203,CCCC[N+]1(CCCCC[N+]2(CCCC)CCCCC2)CCCCC1
2.41206329,Nc1ccc(O)ccc1=O
1.949778154,CC(C)=C1CCC(C)CC1=O
4.987427438,CC[N+](CC)(CCNC(=O)CCCCCCC(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
4.967202601,CC[N+](CC)(CCNC(=O)CCC(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
2.00998812,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
1.94324441,O=C(O)C1O[Sb](=O)(O[Sb]2(=O)OC(C(=O)O)C(O)C(C(O)CO)O2)OC(C(O)CO)C1O
3.312484133,CCCCc1ccc(CC(C)NC)cc1
3.345596703,CCc1ccc(CC(C)NC)cc1
3.436657792,CCCc1ccc(CC(C)NC)cc1
3.05152243,CCNC(C)Cc1ccccc1
3.368705906,CN(C)CCSC(=N)N
3.333403742,N=C(N)NCCOC(c1ccccc1)c1ccccc1
2.872096951,c1ccc2c(c1)c1c3n2CCNC3CCC1
3.111690643,Cc1ccc2c(c1)c1c3n2CCNC3CCC1
2.871716398,CNCCSC(=N)N
3.145238372,CN(C)CCC1c2ccccc2CC1Cc1ccccc1
6.468072357,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
4.312262006,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(=O)C(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
3.242439551,CCOc1ccc(CC2=C(CCN(CC)CC)c3ccccc3C2)cc1
2.765576174,Cc1ccccc1CC1=C(CCN(C)C)c2ccccc2C1
3.612117622,CCOCC[N+](C)(C)C
3.523044318,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C
2.805430169,c1ccc(CC2=C(CCN3CCOCC3)c3ccccc3C2)cc1
3.097058888,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21
2.954846884,CCN(CC)CC(=O)Nc1c(C)ccc2ccccc12
4.106634787,CN1C2CCC1CC(Oc1ccccc1)C2
4.184978161,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1
2.84443987,CC(=O)N(c1ccccn1)C(C)CN1CCCCC1
3.288325254,CC(Cc1ccc2c(c1)OCO2)NN
3.342117063,CC(CNN)c1cccc(Cl)c1
3.158605815,Cc1ccccc1CC(C)NN
3.20884842,COc1ccc(C(C)CNN)cc1OC
3.380759193,COc1cc(CC(C)NN)cc(OC)c1OC
3.250569079,CC(Cc1ccc(C(C)C)cc1)NN
2.792120823,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
2.415611329,C[N+](C)(C)CC(N)=O
3.619542234,CCCOc1ccc(C(=O)CCN2CCCCCC2)cc1
1.908607198,O=C1C=C(Cc2ccccc2)CO1
4.10491937,O=C1C=C(C2OC(CO)C(O)C2O)C(=O)N1
2.968874755,COc1cc(Cl)c(NC(=O)OCCN(C)C)c(Cl)c1
2.957142448,CCN(CC)CCOC(=O)Nc1c(Cl)cc(OC)cc1Cl
3.063510994,COc1cc(Cl)c(NC(=O)OCCN2CCCCC2)c(Cl)c1
2.994897584,CCOc1cc(Cl)c(NC(=O)OCCN(C)C)c(Cl)c1
3.080748365,CCOc1cc(Cl)c(NC(=O)OCCN(CC)CC)c(Cl)c1
3.013762653,CCOc1cc(Cl)c(NC(=O)OCCN2CCCCC2)c(Cl)c1
3.110370825,CCCOc1cc(Cl)c(NC(=O)OCCN(C)C)c(Cl)c1
2.94746361,CCCOc1cc(Cl)c(NC(=O)OCCN(CC)CC)c(Cl)c1
3.203306073,CCCOc1cc(Cl)c(NC(=O)OCCN2CCCCC2)c(Cl)c1
4.054308026,Cc1cc2c3ccccc3[n+]1CCCCCCCCCC[n+]1c(C)cc(c3ccccc31)NCCCCCCCCCCN2
3.406189723,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1
2.947518677,CCN(CCOc1cc(C)c(Cl)cc1C(C)C)CC(C)Cl
3.407881864,Cc1ccc(C(C)C)c(OCCNCCCl)c1
3.527977713,Cc1ccc(C(C)C)c(OCCN(C)CCCl)c1
3.307155029,Cc1cc(OCCN(C)CCCl)c(C(C)C)cc1Cl
3.689650195,CCN(CCCl)CCOc1cc(C)ccc1C(C)C
3.532978936,CCN(CCI)CCOc1cc(C)ccc1C(C)C
4.536928193,CCN(CCBr)CCOc1cc(C)c(O)cc1C(C)C
3.756385734,CCN(CCCl)CCOc1cc(C)c(OC)cc1C(C)C
3.481630966,CCN(CCCl)CCOc1cc(C)c(Cl)cc1C(C)C
3.563289281,CCN(CCI)CCOc1cc(C)c(Cl)cc1C(C)C
2.714496211,CCN(CCCl)CCOc1cc(C)c(Br)cc1C(C)C
3.48015726,CCCN(CCCl)CCOc1cc(C)c(Cl)cc1C(C)C
3.333033656,CCCN(CCBr)CCOc1cc(C)c(Cl)cc1C(C)C
3.496890458,Cc1cc(OCCN(CCBr)C(C)C)c(C(C)C)cc1Cl
3.421696844,Cc1ccc(C(C)C)c(OCCN(CCCl)Cc2ccccc2)c1
3.02613474,Cc1ccc(C(C)C)c(OCCN(CCCl)Cc2ccc(Br)cc2)c1
3.543934013,Cc1ccc(C(C)C)c(OCCN(CCI)Cc2ccccc2)c1
2.458581459,Cc1cc(OCCN(C(C)C)C(C)C)c(C(C)C)cc1Cl
3.955512826,CCN(CCCl)C(C)COc1cc(C)ccc1C(C)C
3.129282902,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
2.635009987,COc1cc(C(=O)OCc2ccc(C(C)C)c(OCCN(C)C)c2)cc(OC)c1OC
3.106851868,Cc1cc(OCCN(C)C)c(C(C)C)cc1Cl
2.933400507,Cc1cc(OCCN(C)C)c(C(C)C)cc1Br
2.838432334,Cc1c(Br)cc(C(C)C)c(OCCN(C)C)c1Br
3.072542148,Cc1cc(OCCN(C)C)c(C(C)C)cc1N
2.888436995,Cc1cc(OCCN(C)C)c(C(C)C)cc1NN
2.726468022,Cc1cc(OCCN(C)C)c(C(C)C)cc1[N+](=O)[O-]
3.250464731,CC(=O)N(C(C)=O)c1cc(C(C)C)c(OCCN(C)C)cc1C
2.970395438,Cc1cc(OCCN(C)C)c(C(C)C)cc1OC(=O)c1ccccc1Br
2.056554258,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
2.735834963,Cc1ccc(F)cc1NC1=NCCN1
4.290834376,CCN(CCCl)CCOc1cc(C)c(OC(C)=O)cc1C(C)C
3.467470471,CC(=O)Oc1cc(C(C)C)c(OCC(C)N(C)C)cc1C
2.374728188,O=P(O)(O)c1ccc(Br)cc1
2.731761583,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
2.146363064,C=CCN1C(=O)N(CC=C)C(=O)C(CC)(c2ccccc2)C1=O
4.453840403,CCC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
3.677941985,CCCCOc1ccc(C(=O)CCN2CCCCCC2)cc1
3.476808881,CCN(CCBr)CCOc1cc(C)c(Cl)cc1C(C)C
2.771904268,CN(C)CC1Cc2ccccc2C1=O
5.139913465,CNc1nc2ccccc2s1
2.840305064,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC
2.834157377,CCCN(CCC)CC(=O)Nc1c(C)cc(Br)cc1C
3.213812499,Cc1cc(Br)cc(C)c1NC(=O)CN1CCOCC1
2.891011693,Cc1cc(Br)cc(C)c1NC(=O)CN1CCCC1
2.815930884,CCN(CC)CCC(=O)Nc1c(C)cc(Br)cc1C
3.229524424,Cc1cc(Br)cc(C)c1NC(=O)CCN1CCCCC1
3.213870893,CCN(CC)C(C)C(=O)Nc1c(C)cc(Br)cc1C
3.229524424,Cc1cc(Br)cc(C)c1NC(=O)C(C)N1CCCCC1
3.036682114,CCN(CC)CC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C
2.896027346,Cc1cc(Oc2ccccc2)cc(C)c1NC(=O)CN1CCCCC1
2.850292176,CCCCN(CCCC)CC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C
2.508216204,CCCN(CCC)CC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C
2.83304889,Cc1cc(Oc2ccccc2)cc(C)c1NC(=O)CN1CCOCC1
3.210082979,Cc1cc(Oc2ccccc2)cc(C)c1NC(=O)CN1CCCC1
3.006498763,CCN(CC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C
2.297295337,CCCCN(CCCC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C
2.356947226,CCCN(CCC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C
2.736641624,Cc1cc(OCc2ccccc2)cc(C)c1NC(=O)CN1CCOCC1
2.876283288,Cc1cc(OCc2ccccc2)cc(C)c1NC(=O)CN1CCCC1
2.793734033,CCN(CC)CC(=O)Nc1c(C)cc(OCCc2ccccc2)cc1C
3.15166888,CCCCNCC(=O)Nc1c(C)cc(OCCc2ccccc2)cc1C
2.718981864,Cc1cc(OCCc2ccccc2)cc(C)c1NC(=O)CN1CCCCC1
3.382972139,CCCCN(CCCC)CC(=O)Nc1c(C)cc(OCCc2ccccc2)cc1C
3.24610202,Cc1cc(OCCc2ccccc2)cc(C)c1NC(=O)CN1CCCC1
2.842663315,CCN(CC)CC(=O)Nc1c(C)cc(Br)cc1C
3.336985654,CCCCN(CCCC)CC(=O)Nc1c(C)cc(Br)cc1C
2.387957242,Oc1cccc(NC(=S)Nc2ccccc2)c1
3.833243824,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
1.918063282,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO
4.16495975,Cc1cccc(Cl)c1NC(=O)OC1CCCCC1N1CCCCC1
3.804794206,Cc1cc(C)c(NC(=O)OC2CCCCC2N2CCCCC2)c(C)c1
3.065055314,O=C(Nc1ccccc1Cl)OC1CCCCC1N1CCCCC1
3.839848577,CCN(CC)C1CCCCC1OC(=O)Nc1c(C)cccc1Cl
4.14724207,Cc1cccc(Cl)c1NC(=O)OC1CCCCC1N1CCCC1
3.197935845,CCN(CC)C1CCCCC1OC(=O)Nc1ccccc1C
4.240381068,Cc1cccc(C)c1NC(=O)OC1CCCCC1N1CCCCC1
3.169262864,CCN(CC)C1CCCCC1OC(=O)Nc1ccccc1Cl
3.400363546,CCN(CC)CCSC(=N)Nc1ccccc1
2.155424231,Cc1ccc(OCC(O)CO)cc1
2.167453198,COc1cccc(OCC(O)CO)c1
2.091938726,COc1ccc(OCC(O)CO)cc1
3.18606796,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C
2.850292176,CC1C(c2ccccc2)OCCN1C
2.870229363,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)CCC3C1C5
4.067031779,CC[N+](CC)(CCN1CCN(CC[N+](CC)(CC)Cc2ccccc2)CC1)Cc1ccccc1
3.578046425,O=S=NN(CCCl)CCCl
3.133592127,CCCCNCC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C
2.406594677,CCCN(CCC)CC(=O)Nc1c(C)cc(OCCc2ccccc2)cc1C
2.750801037,CCCCNCC(=O)Nc1c(C)cc(Br)cc1C
2.513440917,Cn1cnc2c1c(=O)[nH]c(=O)n2C
3.311474425,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
2.100490017,C=C(C)C(C)(O)C#CBr
3.975155978,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1
1.528226163,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
2.798550204,Clc1ccc(C(OCCCN2CCOCC2)c2ccccc2)cc1
2.579349605,CCN(CC)CC(=O)Nc1ccc(C)cc1C
3.022271336,OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1
3.280454789,Cc1cccc(C)c1N(CCCN(C)C)C(=O)C(c1ccccc1)c1ccccc1
3.406400812,CCN(CC)CCCN(C(=O)C=Cc1ccccc1)c1c(C)cccc1C
3.628108133,CCC(C(=O)N(CCCN(C)C)c1c(C)cccc1C)c1ccccc1
3.169759779,Cc1cccc(C)c1N(CCCN(C)C)C(=O)c1ccccc1
2.916768401,Cc1cccc(C)c1N(CCCN(C)C)C(=O)CCc1ccccc1
2.8960575,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
