rat_intravenous_LD50_(?log(mol/kg)),canonical_smiles
4.055360411,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
4.127967227,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
4.252019551,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
4.091665283,CC(C)NCC(O)COc1cccc2ccccc12
3.036789933,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
6.131180959,CNCC(O)c1ccc(O)c(O)c1
3.898915309,CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1
2.064428431,NCCCCN
3.152377029,ClCCNCCCl
3.697870103,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
2.442290946,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
3.319281339,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
3.991045552,Cc1ccccc1C(OCCN(C)C)c1ccccc1
4.020033999,CCN(CC)CCN1c2ccccc2Sc2ccccc21
3.661774837,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O
3.485668367,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
4.133281844,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
3.772606425,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
2.800921219,CNNCc1ccc(C(=O)NC(C)C)cc1
3.423463627,O=C1OC(c2cc(I)c(O)c(I)c2)(c2cc(I)c(O)c(I)c2)c2ccccc21
2.301477164,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
4.476445599,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
4.85276644,CCCOC1=C(N2CC2)C(=O)C(OCCC)=C(N2CC2)C1=O
5.063064976,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
3.260749128,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1
3.949307654,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
3.145127969,Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O
5.242491735,CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CC3OC312
4.770572206,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
2.674430305,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)O
4.349463886,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14
3.179141266,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O
4.241672284,CCN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
4.092260849,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
4.736243138,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
3.423880463,O=S(=O)(CCCl)CCCl
3.421705651,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
5.187989731,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2
5.339431565,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
4.040374925,Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N
2.470755678,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
1.454728154,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
3.910665842,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23
2.07328063,OCC1=CCN2CCC(O)C12
4.02711274,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C
2.324156197,Cn1cccc1-c1cccnc1
2.351782205,OC(CBr)C(O)C(O)C(O)CBr
2.723429338,Cc1ncc(Cn2c(C)c(CCO)sc2=O)c(N)n1
4.364957905,CCCCNc1ccc(C(=O)OCCN(C)C)c(O)c1
4.43675543,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O
1.958394058,O=C(O)c1ccc(F)cc1
4.141549712,Nc1ncnc(Nc2ccc(Cl)cc2)n1
2.409439052,O=C(CCCl)NCc1ccccc1
3.511270078,Nc1ccccn1
5.356520272,ClCCSCCCl
4.559028112,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
4.438283594,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O
4.19195421,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
3.372837073,Nc1ccc2c(c1)Oc1cc(N)ccc1C21OC(=O)c2ccccc21
3.737831503,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
4.68641376,C[N+]1(Cc2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
2.824069892,CCC(Br)(CC)C(N)=O
2.024585945,CCC(C(=O)O)C1(O)CCCCC1
1.853634378,NC(=S)NS(=O)(=O)c1ccc(N)cc1
3.854191835,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(O)c(=O)cc21
4.677910974,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC
2.521544717,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12
1.819677455,Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O
2.664038079,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
3.680681693,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1
3.006545498,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
3.435149704,CN(C)CCc1c[nH]c2cccc(O)c12
4.056961992,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1
3.00337334,CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
2.322725676,Cc1ncc(CO)c(CN)c1O
4.239960616,CCN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2
2.777281792,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
4.42468736,CCCCNc1ccc(O)c(C(=O)OCCN(CC)CC)c1
2.609428196,Cc1ncc(COP(=O)(O)O)c(CN)c1O
3.095649399,O=C(O)C1CCCCC1Cc1cc(I)c(O)c(I)c1
3.457840204,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
3.832268414,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1
3.576414396,O=C(CCl)c1ccccc1
1.855161244,O=C(O)c1ccccc1
4.116217434,CC1CCCCN1CCCOC(=O)c1ccccc1
3.944655652,NCC(O)c1cccc(O)c1
4.066288303,Nc1cc([As](Cl)Cl)ccc1O
2.931164755,CCCCc1ccc(C(=O)O)nc1
5.531690903,CCN(CCCl)CCCl
4.269211895,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
2.431764978,CNNC
2.131982161,C[N+](C)(C)CC(O)CC(=O)O
4.932443524,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
4.449002961,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1
6.015691637,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1
2.468772554,O=S(=O)(O)c1ccc(N=Nc2ccc(O)cc2O)cc1
3.933505072,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1
4.102016134,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
4.296995642,CN(C)CCC=C1c2ccccc2CCc2ccccc21
3.524294448,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
3.845638848,CCN(CC)CCOC(=O)c1ccc(N)cc1O
3.126014944,CC(C)C(O)(C(=O)OCC1=CCN2CCCC12)C(C)O
3.352735375,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N
3.926333258,CC(C)CNCCOC(=O)c1ccc(N)cc1
2.3901983,O=S(=O)(c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1)c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)O)cc1
1.83586172,NC(=O)CNc1ccc([As](=O)(O)O)cc1
4.596011778,CN(C)CC(O)c1ccc(O)c(O)c1
5.465654732,ClCCN(CCCl)CCCl
4.100359265,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)C1CCCCC1
4.019307421,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C
3.571799736,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12
2.453772277,OCC1OC(n2cnc3c(=S)nc[nH]c32)C(O)C1O
3.736399348,OC(CNCCCl)C(O)C(O)C(O)CNCCCl
3.102720361,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
3.592632349,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1
4.48735243,N=c1ccc2nc3ccc(N)cc3sc-2c1
2.223548545,O=C(O)O
3.497450058,CC(C)NCC(O)c1cc(O)cc(O)c1
2.393681079,O=C(O)c1ccc(Br)cc1
3.885213091,CC(C[N+](C)(C)C)OC(N)=O
1.973716462,O=C(O)CCCO
2.483008195,CCCCNC(N)=O
2.746311638,COP(=O)(OC)N1CCOCC1
2.613377555,CC[Ge](CC)(CC)CC
4.274082072,CC[Sn](CC)(CC)CC
2.418475742,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
4.750990248,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2
4.175279818,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
2.743558985,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
2.525336018,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
3.130628927,CCC(C)C1NC(=O)C(C(C)=O)=C1O
2.960666951,CCOC(=O)N(CC)N=O
4.518905287,CCOC(=O)N(C)N=O
1.072627683,O=C1CCCN1
2.039264871,CC(=O)NC(CS)C(=O)O
2.610142838,CCOC(=O)[CH-][N+]#N
4.620774604,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
3.995672562,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1O
2.023678873,CN(C)C(=O)N(C)C
3.772006809,COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3
3.506207283,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1
3.805416769,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
3.885869861,CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1
5.393985061,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC43C)C2C1
3.806107703,CCSCCSP(=S)(OC)OC
2.408046419,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
2.896185746,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O
2.677977222,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
1.123382361,OC1COC2C(O)COC12
3.584673097,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12
4.063365333,CCN(CC)CCOC(=O)N(c1ccccc1)c1ccccc1
4.8526101,CNC(=O)Oc1cc(C)c(C)cc1Cl
1.519096994,O=C1CCCCN1
3.863296804,CP(=O)(F)F
3.797680628,CSP(=O)(SC)SC
2.979754868,CN(N=O)C(N)=O
3.233867211,O=C1CCC2(CCCCC2)O1
4.781120817,CCNCC(O)c1cccc(O)c1
2.849634358,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
3.58038327,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O
1.714703263,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
3.42737066,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O
4.266299084,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
4.450994294,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
4.852671654,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC
3.763241992,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
2.072498485,COP(C)(=O)OC
2.688375322,CCN(N=O)C(N)=O
3.225461488,NC12CC3CC(CC(C3)C1)C2
2.728738522,O=S(=O)(O)CS(=O)(=O)O
1.993506715,[N-]=[N+]=CC(=O)NCC(=O)NN
3.901266262,CNC1(C)C2CCC(C2)C1(C)C
3.128919679,COc1cc(CCN)cc(OC)c1OC
4.069276855,N=C(N=C(N)N)NCCc1ccccc1
3.94181499,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3.903400501,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
2.830525011,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
3.806729062,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O
3.075082518,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
3.657236848,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
4.080130666,CC[Sn](Cl)(Cl)CC
3.027823214,CCSCCOP(=S)(OC)OC
2.313474477,CCOC(=O)C(N)CS
3.090422369,CN1CCCC1=O
2.887542286,Cc1ncc(CS)c(CO)c1O
3.01742598,NC(=O)OCC(O)COc1ccc(Cl)cc1
4.192406372,CNCCC=C1c2ccccc2CCc2ccccc21
4.090274223,CN(C)CCC=C1c2ccccc2CSc2ccccc21
4.356528311,CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
2.731215547,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1
3.549363609,CCSCCSP(=O)(OC)OC
3.40429574,CCC(C)C1(CC)C(=O)NC(=S)NC1=O
5.733032114,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
4.241204356,CN(C)CCN(Cc1ccsc1)c1ccccn1
3.941045335,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
3.951934774,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
4.052945108,c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1
4.435000665,CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC
3.125380235,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
2.216411371,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O
3.522273025,COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
5.882839604,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
4.457851307,CC[Sn](Cl)(CC)CC
3.991647757,C[N+](C)(C)CCCl
4.147593273,Nc1ccncc1
2.499062406,O=C(O)c1ccc(I)cc1
4.125119366,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
2.452289641,CCCC(CCC)C(=O)O
3.059294083,O=C(O)CCCCC1CCSS1
3.92205124,CNC(=O)Oc1cccc2sccc12
2.791526647,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
4.318733747,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
4.475070298,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
3.619854766,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23
4.265774404,C[N+]1(Cc2ccc(C3CCCCC3)cc2)C2CCC1CC(OC(=O)c1ccccc1)C2
3.194549918,NC(=O)O
2.580021631,C[S+](C)CCC(N)C(=O)O
4.526270843,CCCCCCCCCCCC[N+](C)(C)C
4.232992724,CCCCCCCCCCCCCC[N+](C)(C)C
4.258242072,O=C1CC2(CCCCC2)CC(=O)N1
4.134832669,CCC(CN)=C(c1ccccc1)c1ccccc1
3.717716525,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1
4.297414919,CN(C)CCC=C1c2ccccc2CSc2sccc21
4.997877201,CC(=O)O[Pb](c1ccccc1)(c1ccccc1)c1ccccc1
3.643776676,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
5.231578022,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C
3.884645951,O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O
5.271186511,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
4.251768976,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC
4.946980445,CCCC[SnH2+](CCCC)CCCC
3.859307207,CCCC[Sn](CCCC)(CCCC)CCCC
4.479229711,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
3.201738948,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
4.008653391,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
4.250957658,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
3.061377074,CCSP(=O)(SCC)SCC
4.215334359,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341
3.530117334,CCNNC(=O)C1C(c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2C(O)C1CO)OCO3
3.767938922,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
4.11041854,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
4.458336634,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
3.818483226,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.702724052,O=S1(=O)CCCCO1
3.219937646,CCN(C(=O)CCC(=O)O)c1c(I)cc(I)c(N)c1I
4.354721655,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
5.746228028,CNC(=O)ON=CC(C)(C)S(C)=O
4.173686765,CNC(=O)ON=CC(C)(C)S(C)(=O)=O
4.117142646,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
3.293775446,Cc1ncc2cscc2c1O
2.7767606,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
3.871872935,Cc1cccc(C)c1NC(=O)C1CCCCN1C
4.027167919,Nc1nc2ccc(OC(F)(F)F)cc2s1
4.036339402,CN(C)CCCC1(C#N)c2ccccc2CCc2ccccc21
3.590229607,CCCNC(C)C(=O)Nc1ccccc1C
3.783717822,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
2.824431177,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.606116189,CNC1(c2ccccc2Cl)CCCCC1=O
2.889639005,CC(C)(C)NCCCCN
3.893354825,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
4.799899881,CC[Sn](CC)(CC)OC(C)=O
3.124265738,CCCC(=O)Nc1c(I)cc(I)c(C=C(CC)C(=O)O)c1I
2.36961007,O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)O)cc1
3.87584771,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
4.04591234,CNC(=O)Oc1ccccc1
3.669042096,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
2.775763316,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
1.642583494,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I
4.035179842,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
4.260356317,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
3.686335316,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
4.691709576,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
4.074879873,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
4.154401908,CCCc1cc(Cc2cc(CCC)cc(OC)c2OCC(=O)N(CC)CC)c(OCC(=O)N(CC)CC)c(OC)c1
2.332754807,Nc1nc(=O)[nH]cc1F
2.831069526,C#CC(C)(O)C(O)c1ccccc1
4.307876681,Brc1nc(Br)c(Br)[nH]1
3.888737133,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
4.466044201,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
3.709981892,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
4.259219463,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
4.146771246,CC(CN(C)C)N1c2ccccc2CCc2ccccc21
4.10537856,CC(CN1c2ccccc2CCc2ccccc21)N(C)C
5.914998751,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
3.627841155,CC(C)c1cccc(C(C)C)c1O
3.430629283,C#CCN(C)C(C)Cc1ccccc1
4.561513356,CCCCCCCCCC[N+](C)(C)C
4.054026411,CCN(CC)CCN1c2ccccc2CCc2ccccc21
4.661090153,O=C(O)c1ccc(OCC(CSCCBr)SCCBr)cc1
3.06582047,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1
3.4377783,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
1.823380997,CC1(C)CC(C(=O)O)C(C)(C)N1O
3.505244485,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O
3.856898701,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
4.19442361,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
3.962056846,CCNC1C2CCC(C2)C1c1ccccc1
4.898409349,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
4.671571935,Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1
5.450023966,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
4.12378825,NC(=O)Nc1ccc([As]=O)cc1
3.181452509,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S
2.494023729,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12
3.667268922,O=S(=O)(O)CNc1ccc(N=Nc2ccc3cc(S(=O)(=O)O)c(N=Nc4cccc(Nc5ccc(N=Nc6c(S(=O)(=O)O)cc7ccc(N=Nc8ccc(NCS(=O)(=O)O)cc8NCS(=O)(=O)O)cc7c6O)cc5S(=O)(=O)O)c4)c(O)c3c2)c(NCS(=O)(=O)O)c1
3.866326166,COP(=S)(OC)SCC(=O)N(C)C=O
3.575718289,NC(C(=O)O)c1cc(=O)[nH]o1
2.923396419,CS(=O)(=O)c1ccc(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)cc1
2.731215547,O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12
4.018821713,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
3.110842134,O=c1[nH]c(=O)[nH]c(=O)[nH]1
4.617572729,CNC(=O)Oc1cc(C)cc(C(C)C)c1
3.466566578,CNC(=O)Oc1ccccc1C(C)C
3.780960535,CNC(=O)Oc1cc(C)c(C)c(C)c1
4.073580527,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1
3.828422802,N#CC(C#N)=Cc1ccccc1Cl
2.155176868,Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O
2.859376239,COC1OC2c3cc4c(cc3CCN(C)C2c2ccc3c(c21)OCO3)OCO4
4.084444279,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21
3.986047306,CCCCCCCCCCCCCC[n+]1ccc(C)cc1
3.842427339,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O
3.769102509,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O
4.404088355,NCc1cc(=O)[nH]o1
3.575792563,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
4.762989199,CN1CCCC1c1cccnc1
4.249836485,Cc1cccc(C)c1C(OCCOCCN(C)C)c1c(C)cccc1C
3.737432368,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
3.471174708,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
4.212747715,O=C(CCCN1CCC(C(=O)N2CCCC2)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1
3.140661142,NCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
3.989225625,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21
5.458263061,CCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
2.208063034,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
2.89116451,OCCN1CCCCC1
2.271485354,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
2.747897779,CCC(CC)(C(=O)O)c1cccc2ccccc12
3.604357889,O=C(O)C1S[Sb](SC(C(=O)O)C(S[Sb]2SC(C(=O)O)C(C(=O)O)S2)C(=O)O)SC1C(=O)O
2.391277465,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
3.676987307,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
3.121889953,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I
