rat_oral_LD50_(?log(mol/kg)),canonical_smiles
1.143211848,O=C(O)CCCCC(=O)O
1.67158067,OC1CC2CC1C1CC=CC21
1.049314429,OCCOCCOCCOCCOCCOCCOCCOCCOCCO
1.431607651,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
2.61549554,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
1.709924302,O=C1CCCCCCCCCOCCCCCO1
2.57645992,C=CC(O)CCCCC
4.660064155,FC(F)(F)c1nc2c(Cl)cc(Cl)c(Cl)c2[nH]1
4.520002743,FC(F)(F)c1nc2c(Br)cc(Br)c(Br)c2[nH]1
2.01860169,COC(=O)CCBr
2.139458225,CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O
1.91046098,CCN(N=O)C(C)(C)C
2.122870923,O=C(O)c1c(Cl)ccc(Cl)c1O
2.939860785,ClCC(Cl)C(Cl)CCl
2.723566896,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1
2.927615333,CCN(CCCOS(C)(=O)=O)CCCOS(C)(=O)=O
3.983071702,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)c1ccccc1
2.186484864,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
1.982869931,ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl
2.557985417,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl
2.081141362,CCC(C)(C)OO
1.710856081,COc1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(OC)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1
3.227257936,Cn1cc(CCc2cc[n+](CCC[N+](C)(C)C)cc2)c2ccccc21
2.456854091,ClP(Cl)Oc1ccccc1
2.824481359,COc1cc(C(C)=O)ccc1OCCCCN1CCN(c2ccccc2)CC1
2.187393234,CC(=O)Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(NC(=O)Nc4ccc5c(O)c(N=Nc6ccccc6)c(S(=O)(=O)O)cc5c4)ccc3c2O)cc1
2.063567945,Nc1ccc2c(c1)C(=O)NC(CCCl)O2
0.951858343,O=C1CCCN1CCO
1.198012002,CC(C)c1ccc(C(C)(C)O)cc1
4.74963474,O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl
2.017342632,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
3.31889582,CC(=NNC(=O)c1ccncc1)c1ccco1
3.728090365,CCCC[Sn](CCCC)(OC(=O)CC)OC(=O)CC
3.511577103,CCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCC
3.575325975,CCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCC
1.946759464,O[n+]1onc2c1c1no[n+](O)c1c1no[n+](O)c21
2.737507379,CN(C)C(=O)N(C)N=O
2.203020642,Cc1cc(Cl)ccc1-n1c(C)nc2cccc(Cl)c2c1=O
2.139385522,CCCCCCOCC(O)COc1ccccc1C(=O)O
2.120909393,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1
1.833467768,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
2.903492729,Cn1c(=O)c2[nH]cnc2n(C)c1=O
2.228488903,C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1
1.62184137,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
2.379921616,ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl
2.602637499,O=S(=O)(Cl)CCl
2.09586924,CC1=NN(c2ccccc2)C(=O)C1=NNc1ccc(-c2ccc(NN=C3C(=O)N(c4ccccc4)N=C3C)c(Cl)c2)cc1Cl
2.21218906,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
3.166789164,Nc1cc[n+]([O-])cc1
1.878798494,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC
3.253179236,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
2.644717823,CC(C)NNC(=O)COc1ccc(Cl)cc1
1.707472698,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
2.399943558,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
1.348608413,CCCCCCCCSCCO
1.521374119,COCCc1ccccc1
3.233004303,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
2.156806502,COc1ccc(C(=O)CCC(=O)O)c2ccccc12
4.129228794,CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])cc1Cl
1.930857377,O=C(O)c1cc(N=Nc2ccc(N=Nc3ccc(S(=O)(=O)O)cc3)cc2)ccc1O
2.565909772,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
3.625900717,CNC(=O)Oc1ccc(SC)c(C)c1
3.81327782,CNC(=O)Oc1cccc(C(C)C)c1Cl
2.94285596,COP(=O)(OC)C(OC(C)=O)=C(Cl)Cl
2.787578537,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1
2.842769782,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O
2.454421954,COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1
2.641614886,CNC(=O)Nc1ccc(Cl)c(Cl)c1
1.661313765,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12
2.833136908,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
4.75354476,CCOP(=O)(OC=C(Cl)Cl)OCCCl
4.765486754,CCOP(S)(=NC)Oc1ccc(SC)c(C)c1
1.625261537,CCCCCCCCS(=O)CCCCl
2.073724459,CC1(NC(N)=O)CCCC1
2.882244758,CCCCNCC1COc2cccc(OCC)c2O1
2.649936276,O=S(=O)(O)OCCOc1cc(Cl)c(Cl)cc1Cl
1.434860039,CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1
3.160765835,C=CCSC1=NCCS1
1.831787236,CC(=O)CCc1ccc(OC(C)=O)cc1
2.113151993,Cc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1
2.297848018,CCCCCCCC[Sn](=S)CCCCCCCC
4.386168883,COP(=S)(N=C1SCCS1)OC
2.66223848,ClCC=C(Cl)C(Cl)Cl
1.902253164,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
1.607918024,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
2.00359088,COc1cc(C#N)ccc1OP(=S)(OC)OC
2.071517642,Cc1ncsc1C
2.297951524,ClCC1OC1CCl
2.63263138,ClC(=Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(Cl)(Cl)Cl
1.78367224,Nc1cccc2c(Cl)ccc(Cl)c12
1.115752194,CC(C)(C)c1ccc2c(c1)C(C)(C)CC2
1.272976003,COCCOCCOCCOC(C)=O
2.564305948,Cc1ncc(CS)c(CS)c1O
2.936169566,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
2.797354579,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
1.681659691,CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1
3.47202133,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1
1.653363043,Clc1cc(Cl)nc(-c2ccccc2)n1
1.653598382,NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O
1.500357248,C=C(C)c1cccc(C(=C)C)c1
1.708212049,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO
1.908648992,O=C(Cl)Oc1cccc2ccccc12
3.543371374,CCOP(=S)(OCC)SCn1c(=O)sc2ccccc21
3.37193042,COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1
3.394917947,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1
1.275212858,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1
2.023107733,COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl
3.511927902,FC(F)(F)c1nc2ccc(I)cc2[nH]1
2.121106342,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
2.772474689,CCC(C)c1ccccc1OC(=O)NC
1.924086978,[N-]=[N+]=C1C=Cc2c(cccc2S(=O)(=O)Cl)C1=O
2.537669409,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
1.734473968,Cc1cc(C)c(O)c(CCCCc2cc(C)cc(C)c2O)c1
1.642044726,CC(C)N1CCCC1=O
4.246386409,CCOP(=S)(OCC)SCCSCC(=O)NC
4.704635936,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC
1.845846862,CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1
1.433149703,CC1(COCCOCC2(C)CO2)CO1
3.261452537,O=P1(NCCCl)OCCCN1CCCl
2.697326602,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.051779384,CC[n+]1c(C=Cc2ccc(N3CCCC3)cc2)cccc1C=Cc1ccc(N2CCCC2)cc1
1.744184152,CC(=O)c1cccc(N=Nc2ccc(N(C)C)cc2)c1
2.000073053,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
1.205687322,O=C(NNCS(=O)(=O)O)c1ccncc1
3.311320357,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
4.023098474,C[Hg]OS(=O)(=O)O[Hg]C
3.3262515,COP1(=S)OCc2ccccc2O1
1.909682591,O=C(O)Cn1c(=O)sc2cccc(Cl)c21
1.985885327,CCCCN(CCCCO)N=O
4.292203135,CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C
2.422252729,O=C(O)CCC(=O)OCCCCCc1ccc(Cl)cc1
3.022336357,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
2.216038048,CCC1(NC(N)=O)CCCC1
3.787846743,COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1
2.209757387,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
2.983599018,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1.567202873,O=S(=O)(Nc1ncc(OCCO)cn1)c1ccccc1
1.838027561,NS(=O)(=O)c1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1
1.358483083,C=C(O)C(=O)CCC
3.82097129,COP(=S)(OC)SCSCCOC(N)=O
4.611490889,CCNC(=O)OCCSCSP(=S)(OC)OC(C)C
2.533553458,CCCCC(CC)CNCC(C)(N)CN(C)CC(CC)CCCC
3.417702393,CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I
2.100129203,O=S(=O)(O)c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1
1.414603173,CCc1ccccc1OP(=O)(Oc1ccccc1CC)Oc1ccccc1CC
1.414603173,Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1
4.319079278,COP(=O)(OC)OC(Cl)C(Cl)(Cl)Cl
2.323132545,Nc1ccc(F)c(F)c1F
2.5794776,Nc1ccc(F)c(F)c1
1.923547041,O=S(=O)(O)c1ccc2c(c1)N=c1cc3c(cc1N2)=Nc1cc(S(=O)(=O)O)ccc1N3
3.531292751,O=C1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
3.368938596,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
3.007310704,CCOP(=O)(OCC)SC1CCOC1=O
2.105166301,Cc1cc(Cl)cc2sc(-c3sc4cc(Cl)cc(C)c4c3OS(=O)(=O)O)c(OS(=O)(=O)O)c12
4.799403596,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
2.566314906,c1coc(-c2nc3ccccc3[nH]2)c1
2.24051482,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
1.015982397,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
1.156360408,CCCCCCC(CO)CCCC
1.489263615,CCCCCCCC=CC=O
1.959222787,CC=CC=CC(C)=O
2.184526249,C=CCOC=C
1.924467705,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O
3.116374874,O=C(O)CCl
3.112422751,CC(C)c1cccc(OC(=O)N(C)C)c1
2.457026365,CNC(=O)Oc1ccccc1Cl
2.617572729,CNC(=O)Oc1cc(C)ccc1C(C)C
1.381505837,C=CC(=O)OCC(CC)CC
3.695365285,CP(=S)(OCCCCCl)Oc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
2.344808682,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
3.54696688,CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-]
1.88224251,O=C(C=Cc1ccccc1)NO
2.783683393,CNC(=O)Oc1ccc(C)c(C)c1C
1.688786326,O=C1CC(N2C(=O)c3ccccc3C2=O)C(=O)N1
3.072624417,C=CC1OCCO1
2.601776663,Nc1nncs1
2.571544425,O=[N+]([O-])c1ccc(O)c2ncccc12
1.441807313,CC(C)OCC1CO1
2.145320297,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O
1.728983256,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Cl)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O
1.383302059,O=C=NCCCCCCNC(=O)N(CCCCCCN=C=O)C(=O)NCCCCCCN=C=O
2.128121428,O=C(Cl)c1cccc(S(=O)(=O)Cl)c1
1.827574687,O=C1OC(=O)c2ccc(Cl)c3cccc1c23
1.619043538,CCCCOC(=O)C1CCC(C(=O)OCCCC)C1
1.687194073,O=C(O)C1CCC(C(=O)O)C1
3.015420536,C=CCOc1ccccc1OC(=O)NC
1.941214314,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
2.292901494,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(C2CCCCC2)c1
2.874361196,Cc1ccccc1N1C(=O)C=CC1=O
2.162071289,NCCNCCNCCNCCNCCN
2.932913924,C=CC(=O)OCCOCCOC(=O)C=C
1.490963116,C=COC(=O)CCCCC(=O)OC=C
1.713357347,CC=CC=CC(=O)NO
2.634896248,ClC=CC[N+]12CN3CN(CN(C3)C1)C2
3.634069764,CCOP(=S)(CCl)Oc1ccc(C#N)cc1OC
1.945856775,Cc1ccc(S(=O)(=O)N=C=O)cc1
1.180776003,CCOC(=O)C(N)Cc1ccc(O)cc1
1.816440707,C=CN(C(C)=O)c1ccccc1
2.279492579,CCCCOC(=S)SC(=S)OCCCC
2.800481231,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
3.078493068,CC(C)SSC(Cl)C(Cl)Cl
3.780122027,c1ccc2c(c1)Nc1ccccc1[As]2O[As]1c2ccccc2Nc2ccccc21
2.774125132,NCCN(CCN)CCN
1.663418701,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
4.526033141,CCCSP(=O)(OC)SCCC
4.183958118,CCCSP(=S)(OC)SCCC
5.006080783,CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
3.701094579,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1
2.329766779,CNC(=O)C(Cl)C(C)=O
2.921379027,Nc1ccc(N(c2ccccc2)c2ccc(N)cc2)cc1
2.202676343,[O-][n+]1c2c([n+]([O-])c3ccccc31)CCCC2
1.929725016,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl
1.73427417,CCCCC(CC)COCCC(=O)O
1.613837526,NCCOC(=O)C=CC(=O)OCCN
3.005763043,N#[N+][N-]P(=O)(c1ccccc1)c1ccccc1
1.967912855,C=C1CC(=O)N(c2ccc([N+](=O)[O-])cc2)C1=O
1.816140982,CCSc1nc(NC(C)C)nc(NC(C)C)n1
2.987172277,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1.987441952,CCCC[Sn](CCCC)(CCCC)CCCSC(C)=O
3.45064047,C=C(C)C(=O)O[Sn](CCC)(CCC)CCC
1.915223901,CN(C)[N+](=O)[O-]
1.730608242,CC(CO)Oc1ccccc1
2.942572269,CC=CC=O
2.2752204,CCC(C)C(CC)C(N)=O
4.345691247,CCOP(=O)(OCC)SCC(C)(SCC)SCC
2.439418667,CCC(CC)C(=O)OCC(Cl)(Cl)Cl
2.47235987,CC(O)COC(=O)CBr
1.800103721,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O
2.678685817,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1
2.984386276,CCCCNP(=S)(OCC)Sc1ccccc1
3.397720039,Clc1cccc(Cl)c1NC1=NCCN1
4.238324973,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
4.358339117,O=[N+]([O-])c1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl
1.843736457,CC(=O)ON(C(=O)OC(C)C)c1ccccc1
1.667645729,C=COCCOCCCC
1.689288674,O=C(O)CCCCCCl
4.890049085,FC(F)(F)c1nc2cc(Cl)cc(Cl)c2[nH]1
4.989943952,FC(F)(F)c1nc2c(Cl)ccc(Cl)c2[nH]1
4.430095006,O=[N+]([O-])c1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1
4.95117273,FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)c(Cl)c2[nH]1
4.280014389,FC(F)(F)c1nc2c(Br)ccc(Br)c2[nH]1
4.220037118,Cc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl
2.509600991,C=CCOC(=O)CCCCCCC
3.42988446,Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1
3.422431834,CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl
1.710582832,NCCCOCCOCCOCCCN
1.739964313,CCCCC(CC)COC(N)=O
3.26189426,CCCC[Sn](=S)CCCC
2.029054612,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O
2.374985424,C=CCC(N)Cc1ccccc1
3.228376481,CC(C)N(CCCl)C(C)C
2.421289038,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
2.674996726,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1
2.130642281,O=P(Oc1ccccc1)(Oc1ccccc1)OC1CCCCC1
4.633959705,O=C(Cc1ccc(-c2ccccc2)cc1)OCCF
1.612701095,CCCCCC(=O)NO
2.522232251,O=C(O)C=CCl
2.192491564,C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21
1.35336187,CC(=O)Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(NC(C)=O)c3c2O)cc1
1.774287195,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
1.417625288,COc1ccccc1C=NNC(N)=S
1.717580122,Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)cc5)cc4)cc3)c(O)c12
1.943577195,O=C(O)C(O)(c1ccccc1)C1CCCCC1
2.45204505,COC(=O)C1=C(C(=O)OC)CCCC1
1.92868534,CN(C)N=Nc1nc[nH]c1C(N)=O
3.493883228,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1O
3.493451714,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1
1.879824692,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
2.347974941,CC(OP(=O)(OCCCl)C(C)OP(=O)(CCCl)OCCCl)P(=O)(OCCCl)OCCCl
2.732960597,CC1COC(C(Cl)(Cl)Cl)O1
2.847667239,N=C(N)SCc1ccc([N+](=O)[O-])cc1
1.493086664,N#CC=Cc1ccccc1
3.11714155,CC1(C)OCC(CCl)O1
2.380053781,ClCC1COC(C(Cl)(Cl)Cl)O1
1.68278152,COC(C=Cc1ccccc1)OC
2.317483307,CCCCC(CC)COC(=O)c1ccccc1C(=O)O
3.052649318,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
5.022586144,Cc1cccc(C)c1Nc1ncccc1C(=O)O
3.431874533,Cc1cc(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12
1.597352665,CC(C)c1ccc(CC=O)cc1
1.762396443,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1
2.988802369,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
2.203999178,O=C1OC(OC2OC(=O)C(Cl)=C2Cl)C(Cl)=C1Cl
1.713250044,CCCCOCCOCC
2.890960911,O=C(C=Cc1ccccn1)OCCN1CCN(c2ccc(Cl)cc2)CC1
2.476776803,CC(=O)c1c(O)cc(C)oc1=O
5.38467179,Cc1cc(Cl)cc(O)c1Sc1c(C)cc(Cl)cc1O
2.161436577,O=C(O)CCC1(CCC(=O)O)c2ccccc2-c2ccccc21
2.096672481,N#CCCC1(CCC#N)c2ccccc2-c2ccccc21
1.785772447,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2c(O)ccc(O)c2C3=O)c(S(=O)(=O)O)c1
1.597045114,O=C1CCC2CCCCC2O1
1.671424848,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O
1.59402551,CC(=O)CCCC(C)CCC=C(C)C
1.540623687,COC(C)CCOC(C)=O
2.928656721,c1coc(COCc2ccco2)c1
1.365922062,CCC1COC(=O)O1
2.470469295,CC(C)COCCO
2.134810983,OCCC1CCCCC1
1.908233975,COC1CCC=CO1
3.002613522,O=C(NP(=O)(N1CC1)N1CC1)c1cc(I)ccc1I
3.322755094,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCCl)OCCCCl)ccc12
1.884003113,CCC(CC)COCCO
2.763404096,COP(=S)(OC)SCC(C)CSC1C2C(Cl)=C(Cl)C(Cl)(C1Cl)C2(Cl)Cl
1.724180806,COc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(OC)nc(N(CCO)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(N(CCO)CCO)n1
1.3671553,O=C1CCCCCCCC(=O)OCCO1
1.814716274,O=C1c2ccccc2C(=O)c2c(NCCO)ccc(NCCO)c21
2.277545587,Cc1cc(C)c(S(=O)(=O)O)c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)O)c2C)c2c1C(=O)c1ccccc1C2=O
3.122654159,CC(C)(N)CC#N
1.850627212,CC(=O)C1OC1(C)C
1.444646275,CC(C)=CC(N)=O
2.810713433,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12
1.212887977,COCOCCO
3.786385098,CCC(C)(C)c1ccc(OP(=O)(NC)OC)c(Cl)c1
1.851162294,Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O
1.85752501,OCCN(CCO)C1CCCCC1
2.504294118,CN(C)CCC=C(c1ccccc1)c1ccc(C(F)(F)F)cc1
1.27821401,C=C(C)C(=O)OCCC#N
2.286845426,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(S(=O)(=O)O)c1
2.712413326,COC(=O)OC(=O)OC
2.447971251,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
2.338921418,Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O
3.879552397,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl
1.56183334,CCCCCCCCCC=CC=O
1.969011874,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
2.701005621,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O
2.459193351,FC(F)=C(F)CCSc1ncccn1
2.443329737,Cc1ccnc(SCCC(F)=C(F)F)n1
3.691827157,CCCC[Ge](Cl)(Cl)Cl
2.787330976,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2
3.50866885,CCOP(=S)(OCC)OCCS(=O)(=O)CC
3.219159603,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
1.959834292,C1=CCCC=CCCC=CCC1
4.166473172,CCOP(=O)(OCC)SC1CCS(=O)(=O)C1Cl
3.340970214,CC[Ge](I)(I)I
2.201309155,COc1ccc([N+](=O)[O-])cc1Cl
2.479727458,Cc1cc(C(=O)c2ccccc2)ccc1N
4.383399647,CCOP(=S)(OCC)Oc1cc2ccccc2oc1=O
2.513836628,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCOCC1
2.085858075,CCc1occc(=O)c1O
3.873127539,NC(=S)Nc1cccc(Cl)c1
1.876479758,CC1(O)CCC2CC1C2(C)C
2.867491058,NC(=S)Nc1cc(Cl)ccc1Cl
2.062455891,Cc1ccc(Cc2ccc(C)cc2)cc1
1.748878557,Cc1cc(C)c(Cc2cc(C)c(C)cc2C)cc1C
2.058931363,CN(Cc1ccc(Cl)cc1Cl)S(N)(=O)=O
1.732249673,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1
2.685746164,CN(C)CCON=C1c2ccccc2CCc2ccccc21
2.449384527,Cc1c(-c2ccccc2)[nH]c(N)nc1=O
2.424352562,O=c1oc2cc(O)ccc2s1
1.898297257,C1=CCC(c2ccccc2)CC1
2.557356325,O=C(O)Cc1ccc(-c2ccccc2F)cc1
4.493409618,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1.951904826,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
2.860231342,CC(C(=O)O)c1ccc(-c2ccccc2F)cc1
5.064093524,O=C1C2C3C=C(C(O)(c4ccccc4)c4ccccn4)C(C3=C(c3ccccc3)c3ccccn3)C2C(=O)N1Cc1ccccn1
2.498460473,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
3.01929681,NC(=O)c1[nH]cnc1/N=N/N(CCCl)CCCl
