PUBCHEM_CID,low_permeability,Phenotype,canonical_smiles
60167920,0,High,CC(C)c1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1
60167825,0,High,Fc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1
56593345,0,High,CCOc1ccccc1C(=O)Nc1ccncc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1
56593309,0,High,CCOc1ccccc1C(=O)Nc1ncccc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1
60167932,0,Moderate,CC(C)c1ccccc1-c1nc2c(c(NCc3ccc(-c4cccnc4)cc3)n1)CNC2
60167795,0,High,COc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1
10077147,0,High,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1
25022668,0,High,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1
60167883,0,High,Cc1ccc(-c2ccc(CNc3nc(-c4ccccc4C(C)C)nc4ccccc34)cc2)cn1
60167849,0,High,Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1
70701462,0,High,CNc1oc(-c2cccc(Cl)c2Cl)nc1C#N
178024,0,Moderate,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
22049997,0,High,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
57519531,0,Moderate,C[C@]1(CO)CN(c2cc(C(=O)Nc3ccc4c(c3)-c3c(c(C(N)=O)nn3-c3ccc(F)cc3)CC4)c(Cl)cn2)C[C@@]1(C)CO
49836027,0,High,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1
70701426,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O
64722,0,High,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl
9968854,1,Low,NC(=O)Nc1cc(-c2ccc(CN3CCOCC3)cc2)sc1C(N)=O
4823,0,High,COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1
71668132,1,Low,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1
1497027,0,High,Cc1ccc(C(=O)Nc2ccc3oc(-c4cccnc4)nc3c2)cc1[N+](=O)[O-]
3614652,0,High,Cc1ccc(S(=O)(=O)Nc2nc3ccc(C)cc3nc2Nc2ccc3c(c2)OCO3)cc1
9368465,0,High,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1
70701468,0,High,CNc1sc(-c2cccc3ccccc23)nc1C#N
139106,0,Moderate,c1ccc(-c2cn[nH]c2)cc1
71304818,0,High,CC(C)CNc1ccnc(NCc2csc(-c3ccccc3)n2)n1
71771062,0,High,COc1ccc(NC(=O)c2ccc[nH]2)cc1[S+](=O)([O-])Nc1ccc(Br)cc1
21081761,1,Low,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
11175137,1,Low,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
11978790,0,High,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1
46215815,0,Moderate,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1
9934347,0,High,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
676352,0,High,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1
135565082,0,Moderate,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1
118796328,0,High,Cc1cc(C)nc(NC(=S)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1
71533725,1,Low,COc1ncc(-c2ccc3c(Nc4cc(Oc5cc(F)cc(F)c5)cc(C(=O)O)c4)c(S(=O)(=O)NC4CC4)cnc3c2)c(OC)n1
66613669,0,High,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cnc2[nH]ncc2c1
1474853,0,High,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC
16195554,0,Moderate,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1
5311096,0,Moderate,N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2
9901086,0,High,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1
44402523,0,High,O=C(O)Cc1ccc2oc(-c3ccc(NC(=O)/C=C/c4ccc(Br)cc4)c(F)c3)nc2c1
1791111,0,High,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)COc3ccc(Br)cc3Cl)cc2)n1
134791303,0,High,Cc1ccccc1N(C)C1CN([S+](=O)([O-])c2cccc(C(F)(F)F)c2)C1
134788517,0,High,CC(=O)Nc1ccc(CN2CCc3nc(C(C)C)nc(-c4ccc(Cl)cc4)c3CC2)cc1
134789541,0,High,CN(C)C(=O)c1nc(-c2ccc(Cl)cc2Cl)c2cnccn12
63268833,1,Low,c1coc(-c2nc3ccncc3[nH]2)c1
59473233,0,High,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
9810929,0,High,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
11497983,1,Low,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
44464263,1,Low,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1
11154555,0,High,CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
66552906,0,High,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1
136959977,0,Moderate,Cn1cnc(-c2nccc3c(=O)[nH]c(OCCCC(F)(F)F)nc23)c1
71566751,0,Moderate,CN1CCN(Cc2ccc(NC(=O)Cc3ccc(Oc4cc(NC(=O)C5CC5)ncn4)cc3)cc2C(F)(F)F)CC1
1715,0,High,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2
56846693,0,High,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC
52936849,0,High,CCOC(=O)c1cnc2ccc(-c3cncc(NS(=O)(=O)c4ccccc4)c3)cn12
24857242,0,High,Fc1ccccc1CNCc1ccc(-c2ccnc3[nH]ccc23)cc1
90407809,1,Low,COc1ccc(-c2c(-c3cc(C(=O)O)ccn3)ncn2C)cc1
71693092,0,High,COc1ccc2[nH]c(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccc4O)C=C3C)nc2n1
40780407,0,High,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4cccc(Cl)c4)C3)c2C)cc1
26742466,1,Low,Cc1nc(-c2ccco2)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)NC2CCCCC2)n1
75411313,0,Moderate,O=C(NC[C@H]1Cn2c(-c3ccc(Cl)cc3)cnc2CO1)C1CCCC1
75367182,0,High,Cc1ccc(CN2CCOC[C@H]2c2ncc(-c3cccc(F)c3)[nH]2)cc1
26743389,0,High,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(N(C)C)cc4)C3)c2C)cc1
40776995,0,Moderate,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(C)=O)nc(-c2ccncc2)n1
45360472,0,Moderate,Cc1nc(-c2ccccc2)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC2CCOCC2)n1
38030950,0,High,CC1=C[C@@H](CNCc2cccnc2)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2ccc([N+](=O)[O-])cc2)o1
38030234,0,Moderate,CC(=O)NCCNC[C@@H]1C=C(C)[C@H](Cc2nnc(-c3ccccc3)o2)C[C@H]1C(C)C
26745074,0,Moderate,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3C(=O)CC(C)(C)CC(=O)O)n2)c1
71693149,0,High,CCC(CC)C(=O)NC[C@@H]1C=C(C)[C@H](Cc2nc3c(C)cccc3[nH]2)C[C@H]1C(C)C
40777002,0,High,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNS(=O)(=O)c2cccs2)nc(-c2ccncc2)n1
28961069,0,High,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3)n2)c1
7142438,0,High,O=C1Nc2ccc(-c3cccc(C(F)(F)F)c3)cc2C(=O)N2CCN(C(=O)COc3ccccc3)C[C@H]12
26742366,0,High,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)Cc2cccs2)nc(-c2ccncc2)n1
26745136,0,Moderate,COc1ccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3C(=O)NC3CCCCC3)n2)cc1
26761883,0,Moderate,CCOC(=O)c1ccc(NC(=O)N2Cc3[nH]cnc3C[C@H]2c2nc(C(C)C)no2)cc1
45783916,0,Moderate,CC1=C[C@@H](CNC(C)C)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2ccncc2)o1
49878590,0,Moderate,CCOC(=O)N1CCN(C(=O)Cn2sc3nc(C)cc(C)c3c2=O)CC1
134805851,0,Moderate,COc1ncc(-c2n[nH]c3c2CC(=O)N(c2ccccc2)C3)cn1
134810595,0,High,O=C(c1cc2ccccc2[nH]1)N1CCc2c(n(Cc3cccnc3)n(CCc3ccccc3)c2=O)C1
134805294,0,High,CN(C)c1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1
134805651,0,High,c1ccc(Nc2cc3c(cn2)CN(Cc2cccs2)CCN3)cc1
134804915,1,Low,COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cn1
134806302,1,Low,COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1O
134806647,0,Moderate,c1ccc(Nc2cc3c(cn2)CN(Cc2ccsc2)CCN3)cc1
134806960,0,Moderate,COc1ccccc1CN1CCNc2cc(Nc3ccccc3)ncc2C1
134807488,0,Moderate,Fc1ccc(CNc2cc3c(cn2)CN(Cc2ccncc2)CCN3)cc1
134809592,0,High,Fc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1F
134809029,1,Low,COc1ccc(OC)c(CN2CCNc3cc(Nc4ccccc4)ncc3C2)c1
134807218,0,Moderate,c1ccc(CNc2cc3c(cn2)CN(Cc2cccnc2)CCN3)cc1
134805981,0,High,COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1
134809305,1,Low,Fc1cccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)c1
134809594,0,High,COc1cccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)c1
134809307,0,Moderate,Oc1ccccc1CN1CCNc2cc(Nc3ccccc3)ncc2C1
134808346,0,Moderate,FC(F)(F)c1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1
134805666,0,Moderate,CC(C)(C)CN1CCNc2cc(Nc3ccccc3)ncc2C1
134806999,0,Moderate,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2[nH]ncc2c1
134806347,0,Moderate,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2cc[nH]c2c1
134805006,0,Moderate,Cc1noc(C)c1-c1cc(-c2ccc3c(c2)C(=O)NC3)cn2cncc12
134805713,0,Moderate,COc1ccc(-c2cc(-c3cccc(NC(C)=O)c3)cn3cncc23)cn1
134808383,0,High,O=C(Cc1c[nH]c2ncc(-c3ccc(Cl)cc3)cc12)NCc1cccnc1
134809070,0,High,CN1CCN(C(=O)Cc2c[nH]c3ncc(-c4ccccc4Oc4ccccc4)cc23)CC1
134807770,0,Moderate,COc1ccc(-c2ccc3ncc(Nc4ccncc4)n3n2)cc1OC
134808413,0,Moderate,COc1ccc(-c2ccc3ncc(Nc4ccc(C(N)=O)cc4)n3n2)cc1OC
134807239,0,High,COc1ccccc1Nc1cnc2ccc(-c3ccc(OC)c(OC)c3)nn12
134805000,0,High,COc1ccc(-c2ccc3ncc(Nc4cccnc4OC)n3n2)cn1
134809076,0,High,COc1ccc(Nc2cnc3ccc(-c4ccc(OC)c(OC)c4)nn23)cc1
134809348,0,Moderate,COCCNc1ncc(-c2cccc(O)c2)c2c1OCC2
134805378,0,High,CN(C)c1cccc(-c2cnc(Nc3cccnc3)c3c2CCO3)c1
134807505,0,High,COc1cccc(Nc2ncc(-c3cccc(N(C)C)c3)c3c2OCC3)c1
134809557,0,High,COCCNC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134810628,0,High,NC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134810621,1,Low,CC(=O)NCCNC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134808595,0,Moderate,O=C(NCCCO)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134810647,0,High,O=C(NCCCN1CCCC1=O)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1
134810625,0,Moderate,O=C(c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1)N1CCS(=O)(=O)CC1
134810650,0,Moderate,CNC(=O)C1CCN(C(=O)c2ccc(-c3ncc4cnc(-c5ccccc5)cn34)cc2)CC1
134809569,1,Low,O=C(NCCc1cnc[nH]1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134805932,0,High,CC(C)c1ccc(OCc2nc3c(n2Cc2ccccc2)C(=O)N(CC2CCOCC2)CCN3)cc1
134808985,0,High,O=C(Cc1ccc(O)cc1)N1CC(CNc2ccccc2)C2(C1)CN(c1ccccc1)C2
134805226,0,High,Oc1ccc(CN2CC(CNc3ccccc3)C3(C2)CN(c2ccccc2)C3)cc1
134806829,0,High,COc1cc2c(cc1Oc1cccc(N(C)C)c1)NC(=O)C21CCN(c2cnccn2)CC1
134808479,1,Low,COc1ccccc1-c1[nH]nc2ncc(-c3ccc(C)cc3)nc12
134809146,0,High,COc1ccc(-c2[nH]nc3ncc(-c4ccc(CO)cc4)nc23)cc1F
134809178,0,High,CN1Cc2c(cc(N3CCOCC3)nc2-c2ccccc2OC(F)(F)F)C1=O
134809728,0,High,CC(C)c1ccc(CC(=O)N2CCCc3ncc(C(=O)Nc4cccnc4)cc32)cc1
134809727,0,High,Cc1nn2c(c1-c1ccccc1OCc1ccccc1)N(C(=O)Cc1ccc3c(c1)OCO3)CCC2
134808914,0,High,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(CC1CC1)CCC2
134806170,0,High,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(CCC(C)C)CCC2
134807136,0,High,Cc1nn2c(c1-c1ccccc1Oc1ccccc1)N(Cc1ccccc1O)CCC2
134807414,0,High,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(Cc1ccc(C(=O)O)s1)CCC2
134807663,0,High,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(Cc1ccc(O)cc1)CCC2
40776966,0,High,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)COc2ccccc2)nc(-c2ccncc2)n1
40780411,0,High,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(F)cc4)C3)c2C)cc1
16764695,1,Low,Nc1nc2c(s1)C(c1ccc(F)cc1F)CC(=O)N2
51053056,0,High,CNc1nc2c(s1)C(c1ccc(Cl)cc1)CC(=O)N2
51138561,0,Moderate,CNc1nc2c(s1)C(c1ccccc1F)CC(=O)N2
91767277,0,Moderate,Cc1c(CN(C)c2cc(C3CC(O)C3)nc(N)n2)[nH]c2ccccc12
71705536,0,Moderate,O=C(NCCc1ccccn1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1
75466029,0,High,O=C(C1CC(=O)N(c2n[nH]c3ccccc23)C1)N1CCC(c2noc3cc(F)ccc23)CC1
91913176,0,Moderate,Cc1ccnc(NC(=O)C2CC(=O)N(c3n[nH]c4cc(Br)ccc34)C2)c1
71705501,0,Moderate,O=C(NCC1CCOCC1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1
11173800,0,High,O=C(NC1CCCc2c1[nH]c1ccccc21)c1ccccc1
75490816,0,High,COc1ccc(C(=O)NC2CCCc3c2[nH]c2ccccc32)cc1OC
71829149,0,High,COc1ccc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)cc1OC
71829145,0,High,COc1ccccc1C(=O)NC1CCCc2c1[nH]c1c(Cl)cccc21
75490814,0,High,COc1cc(C(=O)NC2CCCc3c2[nH]c2ccccc32)cc(OC)c1OC
90489340,0,High,COc1cc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)cc(OC)c1OC
71828900,0,High,O=C(NC1CCCc2c1[nH]c1c(Cl)cccc21)c1ccc2c(c1)OCO2
91903489,0,Moderate,Cc1ccc(-c2nc(C)c(C(=O)Nc3ccc4c(c3)C(=O)N3CCC[C@H]3C(=O)N4)s2)cc1
53137387,0,High,Cc1cc(C)cc(C(=O)Nc2ccc3c(N4CCCC4)ncnc3c2)c1
53137434,0,High,O=C(Nc1ccc2c(N3CCCCC3)ncnc2c1)c1cc(F)cc(F)c1
53137515,0,High,O=C(Nc1ccc2c(N3CCOCC3)ncnc2c1)c1cccc(Br)c1
91903748,0,Moderate,Cc1ccccc1S(=O)(=O)N1CCCC(CCC(=O)NCCN(C)C2CCCCC2)C1
53140285,0,High,Cn1cc2c3c(cccc31)CN(C(=O)c1ccc(F)c(Cl)c1)CC2
53143674,0,High,COc1ccc(C)cc1NC(=O)c1cnc(-c2ccc(F)cc2)nc1-c1ccncc1
53143698,0,High,COC(=O)c1cccc(NC(=O)c2cnc(-c3ccc(F)cc3)nc2-c2ccncc2)c1
45226889,0,High,Cc1cccc(-n2ncc3c2CCCC3NC(=O)c2c(F)ccc(F)c2F)c1C
53158961,0,High,Cc1ccc(C(=O)N2CCc3sc(C(=O)NC(C)c4ccccc4)cc3C2)cc1
53160384,0,High,CCCCc1ccc(NC(=O)c2ccc3c(c2)N(S(C)(=O)=O)CC3)cc1
46990893,0,High,CCn1ncc(NC(=O)Cn2ncc3cc(-c4cccc(OC)c4)ccc32)n1
56715543,1,Low,NC1CCN(C(=O)C2CCCN(c3nc(-c4ccccc4)nc4c3CCC4)C2)CC1
90488048,0,Moderate,O=C(O)c1cnc(-c2ccc(F)cc2)nc1-c1ccncc1
71839006,0,High,CCOc1ccccc1C(=O)NC1CCN(c2cc(C)cc(C)c2)C1=O
87051521,0,High,CCCCN(C)C(=O)c1c(C)sc2ccn(CCC)c(=O)c12
72846657,0,High,CC(=O)N[C@H]1CN(C2CCN(c3ccc(F)cc3C)CC2)C[C@@H]1C1CC1
91904528,0,Moderate,CCOc1cc(=O)n2c(c1C(=O)Nc1cc(OC)c(Cl)cc1OC)CCCC2
56886853,0,Moderate,Fc1ccc(N2CCCN(CC3[C@H]4CNC[C@@H]34)CC2)cc1
70726807,0,Moderate,NC(=O)N1CCCC(C(=O)N2CCCN(c3ccc(F)cc3)CC2)C1
91887902,0,High,O=C(NC1CCCN(c2cc(-c3ccc(F)cc3)[nH]n2)C1)c1ccc2ncccc2c1
87051912,0,High,C[C@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@@H]1c1nc(-c2cccnc2)no1
87051947,0,High,C[C@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@@H]1c1nc(-c2ccncc2)no1
91653956,0,High,C[C@H]1CN(C(=O)Nc2ccc(F)cc2)C[C@@H]1c1nc(-c2ccccc2)no1
87051999,0,High,C[C@H]1CN(C(=O)Nc2ccc(F)cc2F)C[C@@H]1c1nc(-c2ccccc2)no1
87052427,1,Low,O=C(c1ccc2ncccc2c1)N1CCc2c(nc3cc[nH]n3c2=O)C1
53183866,1,Low,Cc1ccc(C(=O)N2CCc3c(nc4cc(-c5ccccc5)[nH]n4c3=O)C2)cn1
70756727,0,High,Cc1cc(CNC(=O)c2ccc3c(c2)n(CC2CC2)c(=O)n3C2CCCCC2)on1
87052503,0,Moderate,COc1ccc2c(c1)CCc1c-2n[nH]c1C(=O)N1CCc2c(nc3cc(-c4ccccc4)[nH]n3c2=O)C1
87052505,1,Low,Cc1noc(C)c1Cc1ccc(C(=O)N2CCc3c(nc4cc(-c5ccccc5)[nH]n4c3=O)C2)o1
87052512,1,Low,O=C1CN(C(=O)CCC(=O)N2CCc3c(nc4cc(-c5ccccc5)[nH]n4c3=O)C2)c2ccccc2N1
136665503,0,Moderate,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1cc(Cl)ccc1F)CC2
136665504,0,Moderate,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1ccc(Cl)cc1F)CC2
70766183,0,Moderate,CCc1[nH]c2ccc(CNC(=O)Cc3cnc4c(C)cccn34)cc2c1C
70777500,0,High,COc1cc2cc(CN3CCC(N(C)C)C3)c(-c3cccc(Cl)c3)nc2cc1OC
91916716,0,Moderate,O=C(c1ccc2c(c1)OCO2)N1CCC(Cc2nc(-c3cnccn3)no2)CC1
74244241,0,Moderate,CN1CCN(Cc2ccc(-c3ccc(C(C)(C)C#N)cc3)nc2)CC1
91890680,0,High,CCCCOc1ccc(C(=O)N2CCC(c3n[nH]c(=O)n3-c3ccc(C)cc3)CC2)cc1
136665405,0,Moderate,CCc1cccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)c1
136665409,0,High,COc1ccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)cc1OC
136665413,0,Moderate,O=C(Nc1cccc(F)c1)c1cc(-c2ccc[nH]2)n[nH]1
136665415,0,High,O=C(Nc1ccc(F)cc1F)c1cc(-c2ccc[nH]2)n[nH]1
136665423,0,High,O=C(Nc1cccc(OC(F)(F)F)c1)c1cc(-c2ccc[nH]2)n[nH]1
136665425,0,High,Cc1ccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)cc1F
91909359,0,Moderate,O=C(Cc1cccs1)NCc1nnc2ccc(-c3ccccc3)nn12
110196975,0,High,COCCNC(=O)[C@H]1C[C@H](Oc2ccccc2)CN1Cc1ccc2[nH]ccc2c1
110197656,0,High,COc1ccc2[nH]c3c(c2c1)CCNC31CCN(S(=O)(=O)c2c(C)noc2C)CC1
110202952,0,Moderate,Cc1noc([C@@H]2CN(C(=O)c3nn(C)c4ccccc34)C[C@H]2CO)n1
124050542,0,Moderate,COC[C@@H]1CN(C(=O)c2n[nH]c3ccccc23)C[C@H]1c1nc(C)no1
124050558,0,Moderate,COC[C@@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@H]1c1nc(C)no1
91911826,0,High,Cc1ccc(C(=O)NC2CCN(c3cnn(CC4CC4)c(=O)c3)CC2)cc1C
91925560,0,High,COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)N2CCC(Cc3ccccc3)CC2)cc1
71959602,0,High,CCCN1C(CC(C)C)=NS(=O)(=O)c2cc(NC(=O)c3cccs3)ccc21
71959588,0,High,CCCN1C(CC(C)C)=NS(=O)(=O)c2cc(NC(=O)c3ccco3)ccc21
46058622,0,High,CCNC(=O)c1coc(COc2ccc3c(c2)C(c2ccc(F)cc2)N(C(=O)CC(C)C)CC3)n1
46059187,0,High,CCN(CC)C(=O)c1coc(COc2ccc3c(c2)C(c2cccc(F)c2)N(C(=O)C(C)C)CC3)n1
137299399,0,High,O=c1[nH]c(C2CCCN(CC3CCCCC3)C2)nn1-c1ccc(Cl)cc1
137299434,0,High,COc1ccc(C(=O)N2CCCC(c3nn(-c4ccc(OC)cc4)c(=O)[nH]3)C2)cc1
137299435,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)Cc4ccc(F)cc4)C3)[nH]c2=O)cc1
137299474,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)C4CC4)C3)[nH]c2=O)cc1
137299390,0,High,O=C(c1ccccc1)N1CCC(c2nn(-c3ccc(F)cc3)c(=O)[nH]2)CC1
137299421,0,High,COc1ccc(-n2nc(C3CCN(C(=O)c4ccccc4)CC3)[nH]c2=O)cc1
137299438,0,High,COc1ccc(-n2nc(C3CCN([S+](=O)([O-])c4cccc(C(F)(F)F)c4)CC3)[nH]c2=O)cc1
137299452,0,High,COc1ccc(-n2nc(C3CCN([S+](=O)([O-])c4c(C)noc4C)CC3)[nH]c2=O)cc1
137299467,0,High,COc1ccc(-n2nc(C3CCN(C(=O)C4CC4)CC3)[nH]c2=O)cc1
137299468,0,High,COc1ccc(-n2nc(C3CCN(C(=O)Cc4ccc(F)cc4)CC3)[nH]c2=O)cc1
137291230,0,High,COc1ccc(-n2nc(C3CCCN(CC4CCCCC4)C3)[nH]c2=O)cc1
137291231,0,Moderate,COc1ccc(-n2nc(C3CCCN(C(=O)Cc4ccccn4)C3)[nH]c2=O)cc1
137299525,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)c4cccc(OC)c4)C3)[nH]c2=O)cc1
137299526,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)Nc4ccccc4)C3)[nH]c2=O)cc1
137299529,0,High,COc1ccc(-n2nc(C3CCCN([S+](=O)([O-])c4cccc(C(F)(F)F)c4)C3)[nH]c2=O)cc1
137299536,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccc(C)cc4)C3)[nH]c2=O)cc1
137299537,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccccc4F)C3)[nH]c2=O)cc1
137299202,0,High,Oc1ccc(-c2nc(C3CC3)nc3c2CCN(Cc2ccc(F)cc2)CC3)cc1
137299235,0,High,Oc1ccc(-c2nc(C3CC3)nc3c2CCN(CC2CCCCC2)CC3)cc1
118170767,0,High,COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12
72710568,0,High,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1
5284645,0,High,C[C@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
133053814,0,Moderate,C=C1[C@@H](C)C2[C@H](Cc3ccccc3)NC(=O)[C@@]23C(/C=C/C[C@H](C)C[C@@](C)(O)/C=C/[C@@H]3OC(C)=O)[C@@H]1O
134798059,0,High,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(C)cc3)CC2)n1
134798255,0,High,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(F)cc3)CC2)n1
134799894,0,High,CC(C)(C)C(=O)N1CCN(c2nccc(Nc3ccccc3Cl)n2)CC1
134797955,0,Moderate,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccccc3Cl)CC2)n1
