mouse_oral_LD50_(?log(mol/kg)),canonical_smiles
2.065312971,O=C(C=Cc1ccccc1)NO
2.08769024,CC1CC(=O)Nc2ccccc2N1
3.128232014,ClC(Cl)(Cl)C(c1ccc(I)cc1)c1ccc(I)cc1
1.843688286,O=C1CC(N2C(=O)c3ccccc3C2=O)C(=O)N1
2.295742499,S=c1ccc2ccccc2o1
3.023759246,CC(C)(C(N)c1ccccc1)N1CCCCC1
2.692928228,CN(C)C(C)(C)C(N)c1ccccc1
1.821627341,Nc1nncs1
2.582550331,CC(C)CCCC(C)NC(C)C
1.951113251,CC(C)OCC1CO1
2.380581907,c1coc(CNCC2CCC(CNCc3ccco3)CC2)c1
2.886310202,Cc1ccc(C(OCCN(C)C)c2ccccc2)cc1
1.69373281,CCOCC(O)COCC
2.922179173,S=C=Nc1ccc(N=C=S)cc1
2.743429935,C[N+]1(C)C2CCC1CC(OC(=O)C1c3ccccc3Oc3ccccc31)C2
1.932920006,Cc1cc2c(ccc3c(C)cc(=O)oc32)o1
2.590491243,C=CC(=O)OCCOCCOC(=O)C=C
1.490963116,C=COC(=O)CCCCC(=O)OC=C
2.592691829,CCN(CC)Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4
2.464850111,Nc1ncnc(NCc2ccccc2)n1
2.811436211,COc1ccc(CCNc2ncnc(N)n2)cc1OC
1.433600711,CCOC(=O)C(N)Cc1ccc(O)cc1
3.04551604,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
2.844804815,O=C(O)CCSC(=S)Nc1ccccc1
1.672554089,Nc1ncnc2c1ncn2C1CCC(CO)O1
1.909787734,NCCN(CCN)CCN
4.495101261,CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
2.295318241,CNCCc1ccccc1
2.299803555,CNC(=O)C(Cl)C(C)=O
2.883590466,Nc1ccc(N(c2ccccc2)c2ccc(N)cc2)cc1
2.223142755,COC(=O)c1ccc(N)cc1O
2.7321323,O=C1CCSC(=S)N1c1ccc(Br)cc1
2.111124674,NC(=O)OC1CCCC1
3.508549978,CS(=O)(=O)OCCNCC(O)C(O)CNCCOS(C)(=O)=O
2.647039966,CC=CC=O
1.699609394,Cc1cc(C)c(CO)c(C)c1
2.156468504,CCC(C)C(CC)C(N)=O
1.854103526,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])[N+](=O)[O-]
3.079790898,C#CC(O)CC
2.206041016,C#CC(O)C1CCCCC1
1.962369336,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O
3.055791021,CCOC(=O)CSC=C(C)OP(=O)(OC)OC
2.984386276,CCCCNP(=S)(OCC)Sc1ccccc1
3.280034082,Clc1cccc(Cl)c1NC1=NCCN1
5.198257284,C=C(CO)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
2.058197273,CC(=O)ON(C(=O)OC(C)C)c1ccccc1
2.492789787,CN(C)C(c1ccccc1)C(C)(C)CCCc1ccccc1
2.180365248,C=CC(=O)NC(C)(C)CC(C)(C)C
1.988293127,CCN(CC)CCOC(=O)N1CCN(C)CC1
2.881376096,NNCCOc1ccccc1
3.610722154,Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1
2.281792319,CCCCP(=O)(c1ccccc1)c1ccccc1
1.867491058,CC(C)S(=O)(=O)c1ccccc1
2.233044,O=C(NN=CC(O)C(O)C(O)C(O)CO)c1ccccn1
3.868042911,O=C(OCCF)C(c1ccccc1)c1ccccc1
1.746839257,O=c1nc(Nc2ccccc2)[nH]c2ccccc12
2.294455559,CCCP(=O)(c1ccccc1)c1ccccc1
2.606317936,COc1c(I)cc(C(=O)O)cc1I
3.26189426,CCCC[Sn](=S)CCCC
2.792520989,C=CCC(N)Cc1ccccc1
2.314678477,CCCCCCCCCCCCCCCCCC(=O)NC[n+]1ccccc1
2.53523239,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
3.445278608,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccc(C)cc1
2.51099739,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1
2.98286346,CCC(NNC(C)=O)c1ccccc1
1.754756442,O=C(O)c1ccccc1CC(=O)c1ccccc1C(=O)O
1.839097472,CCCCCC(=O)NO
2.252865264,O=C(O)C=CCl
2.92925013,C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21
2.284794374,Nc1cncc([N+](=O)[O-])c1N
2.009183097,NN1CCOCC1
2.677026133,O=c1oc2ccccc2c(O)c1C(c1ccccc1Cl)c1c(O)c2ccccc2oc1=O
2.736340135,O=c1oc2ccccc2c(O)c1C(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O
2.944306864,O=C(CI)Nc1ccc(C(=O)O)c(O)c1
2.119898308,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
2.156975152,CC[N+](C)(C)CC
3.095409978,CCOc1ccc(C(c2ccc(OCC)cc2)C(Cl)(Cl)Cl)cc1
3.302937781,CCCOc1ccc(C(c2ccc(OCCC)cc2)C(Cl)(Cl)Cl)cc1
3.704507174,Clc1ccc(C(c2cccc(Cl)c2)C(Cl)(Cl)Cl)cc1
3.217526056,CC1NC(=S)N(c2ccccc2)C1=O
2.404261327,COc1ccccc1C=NNC(N)=S
2.2659593,O=C(O)C(O)(c1ccccc1)C1CCCCC1
2.677595255,O=c1[nH]sc2ccc(Cl)cc12
2.510484556,Cc1ccc2c(=O)[nH]sc2c1
2.53885239,O=C1OCCN1N=Cc1ccccc1
1.952593681,CN(C)N=Nc1nc[nH]c1C(N)=O
3.580601889,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1
2.519134669,CCCCOc1ccc(N)cc1
2.237163788,CC1(c2ccccc2)OCC(CO)O1
5.980411645,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO
2.60669837,CC1N(CC(=O)c2ccccc2)CCCC1(C)c1cccc(O)c1
2.945017808,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
2.263856907,C#CC(C)(O)C1CC1
2.350754916,CC(Nc1ccc(S(N)(=O)=O)cc1)S(=O)(=O)O
1.129296658,CC[Ge](=O)O
1.866732541,NS(=O)(=O)CCC1CCCCC1
1.602788858,C=C(CO)CC(C)(C)C
2.045878208,CCCC1(c2ccccc2)OCC(CO)O1
4.505792801,CC1OCC(C[N+](C)(C)C)O1
2.628041975,Cc1c(O)ccc(O)c1O
2.906521282,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
2.574754265,Cc1cccc(C)c1Nc1ncccc1C(=O)O
2.614204616,CN(C)c1nnc(-c2ccccc2)o1
1.936321641,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1
2.15969493,CC(C)C(=O)Nc1ccccc1
3.138858629,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
1.971407408,Cc1ccc(C(c2ccc(C)cc2)C(Cl)(Cl)Cl)cc1
2.846933136,O=C(C=Cc1ccccn1)OCCN1CCN(c2ccc(Cl)cc2)CC1
2.153171236,CC(=O)c1c(O)cc(C)oc1=O
2.790714319,CC(CC1(Cc2ccccc2Cl)CCCCC1=O)C(=O)O
2.234047303,O=c1c2ccccc2nc2n1CCCCC2
2.394946401,O=S(=O)(O)Oc1c(-c2sc3ccc4ccccc4c3c2OS(=O)(=O)O)sc2ccc3ccccc3c12
1.972859091,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2c(O)ccc(O)c2C3=O)c(S(=O)(=O)O)c1
1.576992171,CC(=O)CCCC(C)CCC=C(C)C
2.744328977,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C
1.868409303,CC(C)COCCO
1.286887643,NC(CC(=O)CO)C(=O)O
3.380508915,COc1ccccc1N1CCN(CCc2c[nH]c3cc4c(cc23)OCO4)CC1
3.328253542,CCOP(=O)(OCC)OC1=CCCCC1
2.215277926,COCP(=O)(c1ccccc1)c1ccccc1
2.54807407,O=C(O[Zn]OC(=O)C(O)C(O)C(O)C(O)CO)C(O)C(O)C(O)C(O)CO
2.183078721,COc1ccccc1C(=O)NCC(=O)N(C)C
2.201302061,COc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(OC)nc(N(CCO)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(N(CCO)CCO)n1
2.238906622,CCN(CC)C(=O)c1ccc(=O)n(-c2nccs2)c1
1.707205069,CC(=O)C1OC1(C)C
1.954565697,O=C(NCCO)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1
2.35469223,S=c1[nH]c2ccccc2n1-c1ccccc1
3.208247218,CCOC(=O)c1[nH]c2c(Cl)ccc3c2c1CCN=C3C
3.094023676,CC1NCCc2c[nH]c3cccc1c23
3.123784462,CC1=NCCc2cn(C)c3c(Cl)ccc1c23
1.641949789,COc1ccccc1C(=O)N1CCCC1=O
2.357271379,COC(=O)OC(=O)OC
4.991533961,CCOP(=O)(OCC)OC(C)=O
2.204624557,O=P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1
2.855245195,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
2.017569612,CCCCOc1ccc(CC(=O)O)cc1
2.035154342,CCCCOc1ccc(CC(=O)O)cc1C
2.524525937,CN1C(=O)CSC1=S
2.105413481,O=[N+]([O-])c1ccc2n[nH]c(Cl)c2c1
2.77019148,OCCN1CCCCC1C1COC(c2ccccc2)(c2ccccc2)O1
3.273336446,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl
1.593271216,C=CC(=O)OCCSC
2.614604308,CCCCCCNC(=N)N=C(N)N
2.446133129,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
3.10892985,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O
3.016342331,CN(C)C1CCC(C2c3ccccc3CCc3ccccc32)CC1
3.67409839,CCCC[Ge](Cl)(Cl)Cl
2.480756494,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2
1.991813601,CCC12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)C32
2.184478489,CCC12C=C(C(=O)OC)n3c4c(c5ccccc53)CCN(CCC1)C42
2.763227648,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
2.887068267,CN(C)CCC=C1c2ccccc2Sc2ccccc21
2.791230853,CC1(c2ccccc2)OCC(C2CCCCN2)O1
3.3611736,CC[Ge](I)(I)I
2.082859464,COc1ccc([N+](=O)[O-])cc1Cl
3.205926567,CCOc1ccc(Sc2nc3ccccc3n2CCN(CC)CC)cc1
2.546674248,Cc1cc(C(=O)c2ccccc2)ccc1N
1.802060334,CSCC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)O1
2.254461312,CCc1occc(=O)c1O
1.534649304,O=C(O)c1cc(O)ccc1O
2.624631866,CCC(=O)OC1(c2ccccc2)CC[N+](C)([O-])CC1
2.097462085,C=[N+](O)CCC(C)(C(=O)OCC)c1ccccc1
1.980526029,CCCOc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
2.358117218,CN(Cc1ccc(Cl)cc1Cl)S(N)(=O)=O
1.108316062,C[As](C)(C)=O
2.195062569,O=CC(=O)c1ccc(-c2ccccc2)cc1
3.029602161,CN(C)CCON=C1c2ccccc2CCc2ccccc21
3.023041739,CCN(CC)Cc1ccccc1O
3.176802359,O=c1c(Cl)c(Cl)[nH]c(Cl)c1Cl
2.305361073,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
3.000515974,C1CCC(CN2CCCCC2)CC1
2.618764547,O=[N+]([O-])c1nccn1CCO
2.430842298,CCC(C#N)(NC(C)=O)c1ccccc1
3.145980176,Cn1c(=O)[nH]c2nncnc2c1=O
3.041366127,CSC(=S)N/N=C/c1ccc([N+](=O)[O-])o1
2.486362351,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
2.892153355,NC1CC1OC1CCCCC1
2.731337301,CC(C(=O)OCCN1CCN(CCOC(=O)C(C)c2cccc3ccccc23)CC1)c1cccc2ccccc12
3.017595887,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
2.855296459,CN1CCc2[nH]c3ccc(Br)cc3c2C1
3.631886892,CC(C[N+](C)(C)C)c1cccc(C(C)C[N+](C)(C)C)c1
3.694635452,CC(C[N+](C)(C)Cc1ccccc1)c1cccc(C(C)C[N+](C)(C)Cc2ccccc2)c1
2.910846972,CC1CCCC(C)N1
3.020478551,OC1(c2ccc(Cl)cc2)CNC(C2CC=CCC2)C1
1.520201268,CC1OC1(C)C
2.177778829,CC(=O)NC(C)(C#N)c1ccccc1
2.72592681,c1ccc2c(c1)CCC2NCC12CCC(CNC3CCc4ccccc43)(CC1)CC2
2.979349631,c1ccc(C2CN3CCSC3=N2)cc1
3.172030122,Cc1sc2ccccc2c1CC1=NCCN1
2.63664648,CN1CCc2[nH]c3ccccc3c2C1
2.37351763,CC(=O)Nc1c(C)cc(C)cc1C
1.947041405,CCCCOc1ccc(CC(N)=O)cc1C
2.39873144,C=CCOc1cc(C(F)(F)F)ccc1C(=O)NCCN(CC)CC
2.15446455,C[N+](C)(C)CCI
3.469540738,Cc1ccc(SP(=S)(CCl)OC(C)C)cc1
3.648927982,COP(=O)(N=C1SCCS1)OC
2.486121474,Nc1ccc([N+](=O)[O-])c(N)c1
2.998743763,CCn1cc(C(O)CN(C)C)c2ccccc21
3.119531597,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
2.87484374,COc1cc2c(cc1O)C(=O)c1nccc3cc(OC)c(OC)c-2c13
2.895493149,c1ccc2c(CC3=NCCN3)cccc2c1
3.757298158,COP(=S)(N=C1SCC(C)S1)OC
2.502011066,CN1CCCC(=C(c2cccs2)c2cccs2)C1
4.559252323,COP(=S)(N=C1SCCCS1)OC
2.83158265,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1
2.922312213,Cc1cnc([N+](=O)[O-])[nH]1
2.631105402,Cc1nc([N+](=O)[O-])[nH]c1C
2.758684234,Cc1cnc([N+](=O)[O-])n1C
2.264359244,O=[N+]([O-])c1c[nH]c([N+](=O)[O-])n1
2.5164806,Clc1ccc(C(Cl)(Cl)Cl)cc1
2.593886131,CC(C)(Sc1ccccc1)C(=O)O
2.374707623,O=c1c2c([nH]c3ccccc13)CCCCC2
2.417664716,CCCCc1c(C)[nH]c(N(C)C)nc1=O
2.599781216,CN(C)CCCOc1c2c(nc3ccccc13)CCCCC2
2.565371333,CCN(CC)CCOc1c2c(nc3ccccc13)CCCCC2
2.775872475,CC(CN(C)C)Oc1c2c(nc3ccccc13)CCCCC2
2.628522434,CN(C)CCOc1c2c(nc3ccc(Cl)cc13)CCCCC2
2.647219916,CC(CN(C)C)Oc1c2c(nc3cc(Cl)ccc13)CCCCC2
2.135866069,CC(=O)Nc1ccccc1C(C)=O
1.866486714,CC1=C(C(=O)Nc2ccccc2)SCCO1
2.554111019,NNCCc1ccncc1
2.070281027,CCNc1nc(CC)nc(OC)n1
2.958295684,c1ccc2c(c1)CCCC2NC1=NCCN1
3.328329388,OC(COc1cccc2ccccc12)CN1CCCCC1
2.588577007,CC(=O)c1ccc([N+](=O)[O-])o1
2.597848484,O=c1[nH]c2cc(Cl)c(Cl)cc2o1
3.227857794,N#CSc1ccccc1
1.675044736,CC(C)=CCSCC(N)C(=O)O
2.920221188,CC(CN(C)C)Oc1c2c(nc3ccc(Cl)cc13)CCCCC2
1.727579209,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
2.035247354,CNc1c(OC)cccc1C(=O)OC
3.558554735,Cc1cn(C)c([N+](=O)[O-])n1
1.651437719,Clc1ccc(-c2cc(CBr)on2)cc1
3.839594489,CCOP(=O)(OC)OC=C(Cl)Cl
3.527019949,COP(=O)(OC=C(Cl)Cl)OC(C)C
2.614491779,CC(C)n1c(=O)[nH]c(=O)n1C(C)C
2.155243891,COc1ccc(-c2nnc(-c3ccc(OC)c([N+](=O)[O-])c3)o2)cc1[N+](=O)[O-]
2.30820496,COc1ccc(CCN2CCC(c3ccc(Cl)cc3)CC2)cc1OC
3.556178227,COc1ccc(CCN2CCCC(c3ccc(Cl)cc3)C2)cc1OC
1.414390557,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
2.169283084,CCCCCC(=O)Oc1ccccc1C(=O)O
2.433404969,O=C(O)COc1ccccc1C(=O)Nc1ccccc1
1.909734831,OC(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
2.716075163,COC(=O)c1cccc([N+](=O)[O-])c1Br
2.168991031,CCCCCCOB(OCCCCCC)OCCCCCC
2.293250651,CC(C)CC(C)OB(OC(C)CC(C)C)OC(C)CC(C)C
2.121046495,CCCCCCCCCCCCCCCCCCOB(OCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC
2.117828644,CCCCCCCCC=CCCCCCCCCOB(OCCCCCCCCC=CCCCCCCCC)OCCCCCCCCC=CCCCCCCCC
1.688524378,NC(=S)N/N=C\c1ccc(O)cc1
1.148423385,CCCC(O)CO
1.744686355,OCCc1ccncc1
2.384642857,COc1ccc(N)cc1Cl
1.910043409,NC(=S)c1ccccn1
2.479959005,CCN(CC)C(=O)N1CCN(C)CC1
3.445912423,CCOC(=O)CSC#N
3.746211114,NNC(=S)Nc1ccccc1
2.913713071,NC(=S)N/N=C/c1cccs1
1.635295919,COc1ccc(Cc2cnc(N)nc2N)cc1OC
2.014959843,CC(C)Nc1ccccc1C(N)=O
1.977468428,CCCCNc1ccccc1C(N)=O
2.107698276,COCOc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
1.964298531,CCOc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
2.626627749,CNC(C)(C)CC1CCCCC1
2.693212348,CCCNC(C)(C)CC1CCCCC1
3.024060606,CCCCNC(C)(C)CC1CCCCC1
2.064994909,Cc1cccc(C)c1OCCn1cnnc1N
2.783631219,Cc1cccc(C)c1OCC(C)N
2.349598956,Cc1cc(OCCCl)n(Cc2ccccc2)n1
2.07202928,Cc1cc(OCCO)n(-c2ccccc2)n1
2.386982698,Cc1cc(OCCCl)n(-c2ccccc2)n1
2.51992537,Cc1cc(OCCN(C)C)n(-c2ccccc2)n1
2.817673409,CCN(CC)CCOc1cc(C)nn1-c1ccccc1
2.420007619,CCCN(CCC)CCOc1cc(C)nn1-c1ccccc1
2.531366738,Cc1cc(OCCN(C)C)n(Cc2ccccc2)n1
2.873036612,CCN(CC)CCOc1cc(C)nn1Cc1ccccc1
2.74707059,CCCCN(CCCC)CCOc1cc(C)nn1Cc1ccccc1
2.121987837,Cc1cc(OCCO)n(Cc2ccccc2)n1
2.655049322,COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC
2.612551384,CN(C)C=C1C(=O)N(c2ccccc2)N=C1c1ccccc1
1.404368967,CC(C)=CCCC(C)=CC=O
2.466965437,O=c1cc(Cl)c(=O)[nH][nH]1
2.074494273,Nc1ccc(S(=O)(=O)c2ccc(N)cn2)cc1
2.025643746,CC(=NNC(N)=O)c1ccc([N+](=O)[O-])o1
3.025643746,CNC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
2.248524985,CC=C1CN2CCC1CC2C(O)(CCO)c1ccnc2ccc(O)cc12
2.021588253,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O
1.876393371,CC(C)OB(OC(C)C)OC(C)C
3.293925008,NC(=S)N/N=C\c1ccco1
1.185540201,CC(C)CCOC(=O)C(O)c1ccccc1
2.421226264,O=C(O)CS
2.350886582,CCN(CC)Cc1cc(O)c(CN(CC)CC)cc1O
2.150992705,CC(c1cc(Cl)ccc1O)c1cc(Cl)ccc1O
3.397030849,CN(N=O)C1CCCCC1
2.198143423,c1ccc(C2CCCCC2OB(OC2CCCCC2c2ccccc2)OC2CCCCC2c2ccccc2)cc1
2.054210196,CCC(=O)N1CCN(C(=O)CC)CC1
3.023812755,N=C1C=C(N)C(=O)c2ccccc21
2.432311351,C1CCC(C2CCCCC2OB(OC2CCCCC2C2CCCCC2)OC2CCCCC2C2CCCCC2)CC1
2.434622123,CC(C)NC(=O)c1ccccc1
2.924313753,C=CCOC(=O)COCC(=O)OCC=C
2.049021723,O=C(CN1C(=O)c2ccccc2C1=O)N1CCOCC1
2.65230396,O=CC(Br)=Cc1ccccc1
2.924860541,NC(=S)N/N=C\c1ccc[nH]1
1.939439375,NC(=S)Cc1ccncc1
2.336406361,O=c1[nH]c2cc(Br)cc(Br)c2o1
1.352474874,CCCCOC(=O)CC#N
1.114381602,OCC1COCO1
2.506095586,COc1cccc2sc(N)nc12
1.706319995,NS(=O)(=O)c1ccc(N2C(=O)CCC2=O)cc1
2.049692773,NC(=S)N/N=C/c1ccc([N+](=O)[O-])cc1
3.093197475,CN(C)CCC=C1c2ccccc2C=Cc2ccc(Cl)cc21
2.361313275,CN(C)CC1CC1N1c2ccccc2Sc2ccc(Cl)cc21
2.129283759,CC1=NN(c2ccccc2)C(=O)C1=CN1CCCCC1
2.617916019,Cc1cccc(CC2=NCCN2)c1
2.462279424,CN(C)C=NC(=N)NC#N
2.519527426,CC(=O)NCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1
3.002359387,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
3.908083433,CCOP(=S)(N=C1SC(C)C(C)S1)OCC
3.394861265,CCOC(=O)c1cc(=O)c2c(OC)cccc2o1
2.589069515,CC(C)(N)CC1CCCCC1
2.017909396,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
2.885308061,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
2.580813973,CC(=O)CC(c1ccc(I)cc1)c1c(O)c2ccccc2oc1=O
4.986186663,COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(C=CC(N)=O)CC12
2.34618992,CN(C)CCCOc1c2c(nc3c(Cl)cccc13)CCCCC2
1.384082082,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
2.769155996,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2
1.797843793,CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl
2.56453362,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1
2.492372203,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1
1.681789474,O=C1CCCCCCCCC(=O)OCCO1
2.352623225,CCC(O)(CC(N)=O)c1ccccc1
1.644444875,CCCCCOc1ccccc1C(N)=O
1.510767505,CCCCC1CCCCC(=O)O1
1.435575635,NC(=O)NC1N=C(O[Al](O)O)NC1=O
2.45524357,O=c1[nH]c2cc(Cl)c(Br)cc2o1
2.812592528,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12
3.17220906,Cc1ccc(C2OC(=N)N3CCCCC23)cc1
3.621053318,N=C1OC(c2ccc(Cl)cc2)C2CCCCN12
3.688425171,N=C1OC(c2ccccc2)C2CCCCN12
2.91436079,COc1ccc(C2OC(=N)N3CCCCC23)cc1
3.190781774,COc1cccc(C2OC(=N)N3CCCCC23)c1
3.177706752,Cc1cccc(C2OC(=N)N3CCCCC23)c1
2.659823874,COc1ccc(CNCCCc2ccc(Cl)cc2)cc1OC
3.060602088,CC(c1ccccc1)C(C)(C)N
2.349492146,COc1cc2[nH]c3c(c2cc1OC)CCN1CC2C(C)OC=C(C(=O)OCCN(C)C)C2CC31
2.929720939,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
2.964066868,CC(Cc1ccccc1)NCCCCl
2.471735285,CNC(C)Cc1ccccc1OC
2.107036519,CCCCOC1NC(=O)NC1OCCCC
1.829761953,O=C(NNCc1ccccc1)C(O)C(O)C(O)CO
2.722531303,CC(C)NCC(O)c1ccccc1Cl
2.839058095,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
2.200655839,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
3.134204033,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl
2.592862254,CN(C)CCCOc1c2c(nc3cc(Cl)ccc13)CCCCC2
2.647219916,CN(C)CCCOc1c2c(nc3ccc(Cl)cc13)CCCCC2
2.59129124,CNC(=O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
2.905632002,O=C1C=C2C=CC3CC2(O1)C1CCCCN31
1.930745328,O=C(O)CCC1NC(=S)N(c2ccccc2)C1=O
3.328360596,NCCC=C1c2ccccc2COc2ccccc21
2.72676675,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
2.510317762,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl
1.668787879,CNCCc1ccccn1
2.412369815,CC(C)(CO)CCCCCCCCC(C)(C)CO
2.576079899,O=C(Oc1ccc(Br)cc1)C(F)(F)F
4.383864307,CCOC(=O)C=C(C)OP(=O)(OCC)OCC
1.946635639,CC1(c2ccccc2)CC(=O)N(c2ccccc2)C1=O
1.991240674,CC1(Cc2ccccc2)OCC(CO)O1
2.639996187,CCC1(c2ccccc2)C(=O)NC(=O)N1C
2.61033082,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1
3.016293574,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C
2.347519063,NC(=S)N/N=C/c1ccccc1Cl
3.558938284,NC(=S)N/N=C\c1ccc(Cl)cc1
3.265340798,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl
2.911519814,O=[N+]([O-])c1nc2ccccc2[nH]1
2.549403021,Cn1c([N+](=O)[O-])nc2ccccc21
1.980435178,Cc1cc2nc([N+](=O)[O-])[nH]c2cc1C
3.579433623,CC(=O)O[Pb](C)(C)C
2.45887992,N=C1N=NC(c2ccccc2Cl)O1
2.541102484,COc1ccccc1-c1nnc(N)o1
3.081387108,Nc1nnc(-c2cccc(C(F)(F)F)c2)o1
1.678443393,Nc1nnc(-c2ccccn2)o1
2.099332599,Nc1nnc(-c2cccnc2)o1
1.856105434,Nc1nnc(C(c2ccccc2)c2ccccc2)o1
2.403674623,CSc1ccc(OC(=O)N(C)C(C)=O)cc1C
2.497539834,O=C(O)Cc1ccc(-c2ccccc2)cc1
3.710179342,CCCP(=S)(CCC)Oc1ccc([N+](=O)[O-])cc1
